Hand,Neck
0,27
22,24
18,28
4,27
16,29
0,39
4,0
15,24
5,42
0,27
4,3
4,25
1,21
4,23
11,30
3,46
0,15
0,23
16,18
17,12
2,27
4,15
17,7
0,35
25,39
19,22
0,42
17,1
4,37
13,30
0,40
17,18
15,39
7,28
15,13
25,35
8,23
6,33
0,12
17,3
2,45
6,9
0,0
0,1
1,34
20,19
7,24
16,45
6,19
0,47
8,21
0,39
5,39
12,11
13,5
15,39
25,39
17,44
0,18
1,21
7,33
13,0
4,32
25,14
19,47
10,0
14,2
8,25
26,28
17,28
21,32
24,7
0,1
16,44
4,42
7,12
6,14
26,35
13,0
23,23
7,0
15,30
1,3
0,21
5,29
0,15
11,0
23,13
16,11
0,21
19,11
4,0
5,36
8,11
12,29
10,35
25,41
0,14
19,13
0,11
13,11
14,24
11,11
8,25
21,23
10,6
5,15
3,8
0,0
26,42
13,1
22,5
5,13
0,37
17,25
19,16
0,4
17,33
1,24
20,0
9,36
0,4
0,9
17,5
14,6
3,44
10,41
8,23
5,34
0,18
15,36
21,36
0,12
7,34
26,41
11,34
14,31
10,8
0,7
0,0
0,13
23,7
15,19
5,12
7,31
4,3
21,24
2,31
3,35
5,18
0,36
0,0
9,34
7,24
15,35
3,14
0,25
11,44
17,19
22,36
15,38
3,3
5,31
25,0
2,11
13,27
15,35
7,17
10,18
0,0
22,33
25,24
0,43
17,40
0,28
8,31
23,0
12,32
5,28
2,43
9,35
8,14
14,46
11,4
0,40
21,0
24,10
17,47
13,32
26,44
0,5
26,1
8,1
19,9
1,11
0,19
7,0
19,31
8,0
16,0
6,36
0,33
17,44
16,0
0,29
0,38
17,3
21,10
4,14
7,11
16,41
15,13
13,32
26,31
4,0
10,1
5,30
0,31
0,0
0,26
20,36
19,11
26,18
20,0
6,32
5,11
9,14
23,0
13,16
15,25
1,1
21,37
3,0
20,15
25,0
8,14
21,38
0,10
0,36
7,28
8,31
25,36
11,21
8,0
5,10
9,41
21,11
23,1
0,5
3,0
11,33
11,35
0,38
0,2
13,14
8,3
7,0
0,45
0,11
19,31
4,21
0,14
6,0
8,12
3,1
17,30
19,41
21,1
14,24
10,0
25,47
18,37
20,20
2,45
8,18
10,3
2,23
3,11
19,34
14,18
7,19
0,38
11,27
2,43
13,3
13,16
1,14
26,6
8,34
4,0
20,45
16,12
20,40
8,14
0,46
0,12
0,19
0,33
17,27
19,34
5,17
8,25
19,47
14,44
15,47
0,11
8,3
10,24
7,2
0,27
17,15
16,44
17,0
10,23
0,26
15,14
2,23
7,0
9,2
10,43
0,0
0,0
13,14
0,19
26,47
17,2
19,39
21,14
23,25
5,27
19,3
16,45
10,21
17,46
15,13
23,9
15,9
21,12
19,36
14,27
13,0
14,33
0,45
26,6
20,41
13,35
17,40
0,2
19,6
0,32
10,37
13,44
19,0
6,0
0,41
0,5
4,26
21,37
14,2
23,11
0,25
11,8
21,14
26,25
21,24
2,8
19,38
8,36
26,19
21,43
10,34
5,28
25,14
25,43
7,34
26,27
15,27
0,18
20,40
0,14
5,5
4,5
5,45
6,29
15,21
21,34
26,40
20,22
17,9
4,30
18,0
13,27
1,41
4,22
18,8
2,14
11,14
14,44
8,21
25,29
21,15
5,18
13,4
0,14
14,47
2,25
23,15
5,32
13,38
0,0
2,1
5,14
20,26
26,41
8,47
26,40
3,31
24,35
6,19
11,2
0,7
8,0
9,40
21,25
7,38
14,14
19,2
25,8
8,19
0,1
25,27
3,44
17,38
26,21
14,28
8,4
4,28
13,47
7,12
9,35
1,10
6,20
26,32
16,9
19,32
25,28
11,23
11,16
0,43
19,46
15,16
13,21
13,45
6,33
19,21
0,32
7,24
19,3
0,12
0,0
1,28
0,7
15,8
14,26
19,26
10,18
19,14
1,47
1,13
0,0
20,0
14,19
10,2
15,17
0,27
10,44
3,44
26,19
13,21
17,34
12,12
19,3
19,35
19,0
5,26
14,25
26,34
14,29
17,39
25,27
15,37
3,22
26,30
8,38
17,3
15,18
21,0
26,40
11,5
26,0
0,23
15,23
14,35
0,2
0,22
1,18
19,33
20,26
11,27
23,11
0,36
21,0
7,5
8,16
23,0
13,18
8,47
0,18
23,34
5,10
0,33
0,7
23,27
16,9
14,37
2,30
26,23
3,0
4,11
8,33
6,15
11,18
0,8
10,1
23,5
0,8
14,20
13,7
13,19
9,11
26,17
19,24
12,8
12,24
0,0
10,22
14,27
5,2
19,24
26,1
21,44
13,0
1,0
5,11
15,5
0,0
10,25
8,23
26,9
17,7
8,8
21,0
8,44
2,5
1,3
0,11
14,34
0,3
26,15
4,34
17,14
14,6
6,15
17,33
10,1
5,24
7,31
0,20
5,15
9,10
0,14
25,17
20,33
26,12
0,18
15,4
20,11
6,12
13,0
11,38
5,5
2,1
23,31
0,12
1,9
7,19
5,0
1,11
0,14
16,3
25,40
10,36
10,0
0,8
4,42
15,16
5,24
0,0
0,43
0,31
13,10
11,46
26,45
20,35
24,9
22,4
11,27
0,3
8,0
14,11
26,11
5,0
17,41
0,14
2,12
0,0
13,11
26,2
16,23
4,33
0,9
26,5
0,27
8,36
19,18
11,19
10,0
21,39
10,3
25,0
17,1
11,9
4,19
11,0
20,38
26,7
9,30
24,15
19,9
0,40
4,37
0,45
0,37
5,45
0,44
4,2
15,0
2,7
2,13
0,37
2,15
0,28
0,38
0,3
14,15
21,27
23,0
26,3
5,33
3,0
0,22
25,33
25,34
0,30
15,9
8,29
26,3
0,1
6,44
0,11
25,17
2,17
18,35
17,23
19,18
0,0
12,24
21,0
15,0
7,16
20,31
13,0
26,5
0,44
5,9
0,0
0,37
10,40
19,44
0,32
17,0
16,28
21,39
0,32
16,28
0,16
8,4
0,28
7,33
26,24
25,0
4,40
25,3
2,25
0,45
3,19
10,3
1,8
0,0
22,32
0,5
22,21
13,25
20,18
0,0
17,10
19,27
8,41
0,6
0,28
15,21
2,37
4,43
10,45
1,10
25,43
16,45
4,31
26,0
8,19
0,2
14,27
4,26
1,25
15,29
9,11
20,21
0,1
0,19
8,17
0,29
1,35
13,16
25,0
0,25
8,0
8,7
9,46
0,11
1,45
8,15
0,38
1,47
15,7
20,32
21,1
13,36
1,11
0,40
11,47
8,18
0,27
26,22
3,10
11,34
25,0
17,34
0,20
3,36
10,11
6,24
15,21
14,0
0,16
0,31
23,44
0,2
0,19
21,2
25,16
15,43
15,0
2,12
14,21
25,0
17,9
17,0
7,0
0,10
0,25
8,2
26,23
6,40
0,11
19,9
0,35
8,47
16,14
19,11
24,16
13,15
0,25
5,0
2,1
3,14
0,4
15,45
0,6
20,25
17,47
15,24
0,12
3,3
25,33
15,10
8,14
0,3
18,40
15,0
23,11
13,0
21,11
2,19
8,16
0,22
3,20
17,8
0,10
5,47
0,28
10,20
21,31
26,29
20,34
8,47
2,6
9,21
0,1
12,14
17,12
0,40
18,47
0,34
14,32
5,31
0,14
12,4
0,8
3,38
24,13
26,10
15,14
0,24
10,11
15,24
26,40
10,21
0,43
10,14
10,31
17,12
0,18
13,4
2,30
7,31
11,14
3,13
7,29
26,39
10,10
25,42
26,28
26,41
15,16
19,11
5,35
4,27
3,0
10,25
0,36
20,0
5,29
0,0
7,5
10,30
7,5
13,0
3,2
0,47
13,8
9,24
11,45
13,18
0,27
7,39
13,31
15,10
0,33
21,44
2,20
16,27
0,7
3,23
21,7
4,35
0,6
10,32
1,14
14,5
26,16
19,32
0,39
19,14
25,40
0,47
5,0
1,0
0,10
23,24
20,0
26,34
11,11
4,3
6,45
20,41
26,0
0,34
14,14
4,20
0,38
14,7
13,44
7,47
0,16
26,37
11,9
21,0
26,45
0,0
15,10
0,37
0,18
5,2
7,11
2,9
13,41
22,34
16,18
15,21
26,0
25,11
0,45
0,34
25,29
6,9
0,6
20,35
8,36
21,33
1,41
0,37
15,0
15,19
13,27
0,25
0,16
20,25
16,11
8,28
22,8
0,24
26,35
21,44
8,11
17,13
1,24
19,26
19,0
7,24
23,3
0,21
0,4
13,6
5,20
22,0
21,10
14,15
0,45
5,10
12,30
20,32
20,0
15,0
8,14
0,16
0,47
10,6
4,18
17,11
26,9
0,5
7,26
0,40
5,0
1,32
4,21
25,5
15,13
20,30
23,43
19,10
13,32
8,46
15,13
13,44
24,0
26,27
0,47
13,23
0,14
5,40
21,1
1,36
13,20
20,0
0,0
26,26
0,2
19,15
0,11
18,39
3,11
25,31
11,0
3,11
0,0
17,0
21,18
4,36
20,17
23,0
4,36
13,0
15,29
21,16
24,33
5,11
5,3
4,18
0,45
0,38
8,14
13,4
13,2
0,37
21,41
16,10
8,13
26,42
0,39
20,34
20,5
2,7
0,47
0,0
19,1
0,16
0,18
0,39
20,12
17,6
0,18
13,10
8,39
11,22
10,10
14,11
4,23
14,0
0,25
20,10
18,17
7,11
21,0
1,4
9,5
0,41
21,19
26,0
19,30
10,34
7,4
13,0
8,36
14,10
17,30
13,32
11,34
0,11
0,41
0,0
0,21
0,20
7,0
24,43
20,9
5,39
2,24
0,27
3,33
20,13
11,30
25,17
1,45
4,26
26,0
6,30
0,9
26,16
7,40
2,0
2,0
24,33
7,12
0,30
17,35
11,13
25,34
0,19
25,42
17,28
19,7
0,34
15,0
0,47
23,4
7,39
20,16
1,38
17,1
15,25
26,0
16,19
19,28
9,25
11,39
19,23
20,12
5,0
15,28
14,42
1,13
0,43
18,5
0,21
5,43
4,6
0,8
26,11
7,0
7,2
16,32
26,21
0,39
17,11
0,21
20,38
0,47
23,0
25,28
0,8
13,15
0,14
26,8
21,44
3,0
25,45
15,28
15,19
13,32
14,8
26,18
9,40
2,7
17,19
4,18
5,33
19,15
13,0
8,40
10,39
11,0
20,13
20,4
9,17
20,32
25,25
25,28
0,0
17,0
0,15
17,14
0,21
20,44
26,5
13,19
21,29
12,10
18,7
15,14
23,13
10,39
0,26
26,7
25,40
15,9
7,45
8,41
14,4
6,20
11,27
19,11
14,33
4,27
7,13
0,25
7,13
17,41
2,0
0,15
0,16
14,47
5,45
26,8
10,24
1,30
7,24
16,25
21,8
15,2
16,36
11,28
3,26
13,44
1,5
0,0
19,14
19,11
20,28
0,24
10,45
7,40
0,33
17,10
10,15
10,18
13,14
7,10
10,0
2,32
0,8
25,6
24,37
11,35
7,25
0,19
0,41
22,4
12,43
8,13
19,47
5,11
1,3
20,37
7,39
17,8
9,0
5,22
0,19
11,40
16,8
26,3
19,37
0,11
23,27
4,1
20,43
14,8
20,11
0,13
14,0
10,22
4,18
1,40
0,11
0,19
26,38
7,18
18,4
21,22
18,11
6,0
0,0
11,1
0,39
11,4
5,26
23,3
8,20
20,16
4,33
15,14
8,3
0,39
3,25
16,33
0,8
17,14
25,20
26,32
4,36
17,5
21,27
0,45
11,0
14,3
15,15
13,18
21,5
23,34
11,9
8,8
8,32
8,32
2,0
17,35
11,24
4,11
0,3
0,31
0,1
7,34
3,30
0,4
2,40
7,12
13,8
4,2
17,0
4,32
7,42
8,36
0,13
18,31
13,16
17,39
23,36
6,6
15,37
0,28
25,0
5,17
2,12
7,12
5,12
0,10
26,40
2,27
12,14
0,0
21,19
14,0
0,47
0,27
15,7
17,0
13,19
1,4
0,10
16,37
0,0
14,7
7,44
11,45
22,0
1,14
19,47
6,1
4,14
10,1
24,11
0,45
17,33
15,46
5,42
17,1
4,9
3,12
8,28
0,28
0,24
14,23
0,45
0,33
25,24
17,0
7,39
25,19
10,15
1,43
0,12
0,18
21,10
0,5
0,47
26,33
3,18
21,14
26,0
0,21
6,15
13,33
1,0
21,31
12,23
20,11
26,28
14,6
14,0
0,11
8,11
26,45
5,12
11,40
4,21
6,11
20,11
11,26
0,32
10,47
17,14
19,33
23,12
20,6
14,0
17,16
19,25
15,25
0,0
5,10
2,27
17,32
5,35
0,11
15,46
4,45
0,0
11,0
15,8
21,9
8,19
2,2
16,41
2,0
7,41
22,0
15,18
20,5
7,33
2,33
19,30
0,24
25,18
3,47
0,18
5,0
15,42
21,33
8,39
20,11
11,0
11,35
19,3
8,8
11,39
1,41
21,14
25,28
7,10
8,0
0,36
0,12
0,28
11,6
0,20
0,1
0,45
18,33
26,18
8,0
25,28
11,11
23,18
0,24
6,27
13,25
23,43
5,0
5,11
8,17
25,35
10,10
17,14
2,35
15,26
10,13
25,40
21,12
0,0
6,1
13,0
1,45
19,40
26,7
14,3
2,6
10,44
21,7
3,13
5,23
9,0
26,16
25,0
19,14
1,19
21,25
0,39
19,1
21,45
0,47
0,0
2,44
21,7
21,44
19,45
1,41
26,16
11,39
17,35
2,11
3,23
5,23
13,21
14,17
12,23
9,15
0,14
0,43
0,31
26,34
19,16
14,23
21,9
12,11
3,9
19,30
0,45
12,16
8,0
5,28
25,0
14,39
0,40
0,0
17,13
26,26
0,0
0,14
0,2
20,42
20,14
17,47
0,6
14,26
17,9
1,0
11,35
0,30
12,43
8,37
2,25
4,27
4,5
10,39
23,11
0,10
8,0
0,12
0,29
0,1
0,0
15,0
19,8
13,36
0,30
15,30
0,9
15,8
20,29
25,21
12,16
18,2
26,5
7,16
0,7
22,29
11,17
4,32
20,11
20,0
3,11
17,43
7,0
4,28
15,9
19,32
16,27
0,0
25,30
17,47
8,9
0,21
0,32
4,2
8,15
20,37
8,5
2,16
10,45
4,30
0,6
7,31
13,15
0,28
0,40
13,6
20,43
21,46
10,13
3,14
20,0
20,21
11,11
11,13
0,7
6,7
0,27
14,33
13,44
25,40
9,32
0,23
21,6
10,33
25,14
26,4
0,16
19,12
10,1
24,39
9,34
5,0
4,45
0,14
13,0
25,12
25,19
21,44
12,11
4,34
13,5
11,24
14,0
14,31
20,4
26,9
19,44
0,28
21,42
19,31
4,46
17,11
13,41
25,32
14,23
4,20
14,1
4,3
11,1
3,16
15,28
25,25
0,4
17,15
25,31
3,39
20,27
23,0
15,45
20,1
7,24
5,17
26,16
21,24
0,19
6,39
0,7
8,11
0,0
8,31
19,6
10,10
0,43
26,10
2,2
26,41
23,46
25,13
25,28
20,7
0,19
15,44
17,28
12,18
0,10
13,0
0,24
0,33
5,34
14,34
16,15
26,11
26,47
10,4
3,26
23,0
4,47
20,6
13,43
0,25
22,14
21,29
0,12
1,19
8,11
13,35
0,36
14,32
0,40
13,0
0,37
21,14
0,47
7,18
0,28
1,41
17,17
11,15
25,34
0,35
17,2
14,14
15,2
13,40
0,47
10,47
0,27
0,12
23,46
14,38
11,35
26,7
9,39
16,11
19,18
15,8
22,39
10,5
19,37
3,30
0,27
23,44
0,14
0,6
9,30
3,43
4,6
17,40
14,6
0,0
2,18
7,21
16,23
9,0
14,44
8,21
25,40
26,0
21,15
26,35
26,19
8,11
21,33
19,7
21,31
8,10
0,4
25,0
19,11
25,0
14,7
11,11
16,11
13,19
13,17
19,22
17,33
5,11
0,9
21,45
20,36
14,43
23,11
0,43
10,13
21,44
10,0
0,10
0,11
13,1
2,31
0,5
17,21
2,10
11,14
0,34
4,0
15,8
0,23
0,6
10,34
22,0
8,33
9,36
20,0
15,23
4,37
17,37
20,30
15,12
2,39
10,17
19,32
24,5
26,47
0,41
7,19
11,21
9,33
11,30
8,22
26,34
17,30
4,4
19,5
0,33
12,46
0,7
0,6
0,44
14,11
13,11
20,40
4,43
16,0
10,19
1,10
3,14
23,17
20,17
21,1
10,28
17,15
26,42
7,45
10,16
15,45
21,44
8,0
7,10
16,44
0,37
0,36
4,18
24,16
7,2
0,2
8,9
10,43
8,0
0,31
11,33
7,35
13,35
23,9
5,7
0,32
26,47
25,0
0,27
14,45
16,47
13,18
26,12
2,28
3,47
3,35
15,21
21,11
25,17
7,0
19,35
18,14
22,0
0,11
22,35
24,41
24,29
0,34
2,11
8,45
0,4
0,21
7,23
0,4
15,0
5,4
0,22
0,43
24,37
16,27
25,33
11,37
1,0
10,15
14,30
0,22
13,5
17,17
14,24
13,36
0,11
16,36
5,10
13,31
13,16
6,40
9,42
10,14
13,16
6,47
13,12
5,43
14,11
5,19
0,16
23,44
7,31
0,0
0,23
0,1
26,43
19,30
7,34
15,34
1,29
17,45
0,7
14,31
1,28
24,0
14,43
21,18
25,31
0,19
4,47
3,0
0,6
14,33
8,37
4,14
7,47
15,36
15,0
4,16
0,45
5,43
22,11
19,28
23,4
17,11
20,5
0,16
7,40
5,12
2,32
7,3
21,47
10,21
4,36
26,39
0,1
4,36
12,14
15,36
13,28
0,8
15,2
5,36
11,23
26,28
19,19
5,11
7,37
21,2
1,36
8,19
0,19
26,23
17,40
12,36
0,11
12,44
5,38
0,1
0,0
25,19
11,11
4,23
0,2
17,25
1,11
0,0
20,26
0,0
4,1
7,41
0,4
26,8
26,40
17,0
7,0
19,3
0,19
23,34
11,24
19,46
1,0
0,34
14,29
23,19
10,13
25,0
6,37
11,14
11,41
23,28
7,42
17,31
2,44
25,37
7,11
15,32
0,10
20,43
20,16
0,8
7,44
0,42
0,0
14,19
4,37
17,4
11,11
1,44
15,0
4,43
25,23
22,0
10,8
25,21
17,47
2,12
7,8
7,24
4,46
6,39
19,0
5,0
0,11
3,1
0,7
8,46
0,22
6,16
15,47
16,0
0,26
15,41
10,40
5,6
1,39
4,43
0,45
5,8
26,27
4,18
15,6
6,4
5,32
1,6
26,3
0,28
14,8
0,14
20,31
6,19
10,13
17,47
26,46
8,12
15,40
0,2
5,36
5,24
4,27
11,11
26,43
10,6
22,16
5,11
0,40
15,0
8,31
1,15
14,27
12,16
8,7
20,25
20,21
5,0
22,9
0,17
14,21
8,0
19,0
26,11
1,14
24,22
17,34
8,34
0,2
16,20
11,42
26,41
0,20
2,3
20,24
8,23
0,18
1,11
11,40
0,11
15,41
11,27
26,34
19,28
15,31
14,16
2,11
21,8
10,27
0,47
10,41
7,0
14,39
12,37
10,35
3,32
25,12
10,4
13,34
17,32
26,19
23,47
0,0
18,37
10,11
23,8
19,25
13,42
0,34
25,15
6,41
25,0
1,30
7,15
14,7
20,3
21,16
17,29
21,11
14,1
20,46
15,38
23,4
0,24
23,12
14,2
13,11
24,13
15,12
22,10
10,0
22,25
4,0
21,6
8,28
3,43
17,5
4,28
5,0
4,45
20,14
20,0
17,45
4,43
1,5
21,10
14,44
15,11
14,4
6,28
0,13
11,28
26,46
13,37
22,0
18,26
14,46
21,36
15,40
3,35
7,7
0,3
10,38
5,9
14,43
0,31
22,16
1,2
15,11
11,3
10,30
0,29
11,0
14,14
0,36
8,15
0,0
25,5
8,17
25,20
3,40
6,43
25,27
17,12
0,5
19,0
0,23
11,3
2,22
0,0
11,6
7,44
4,39
0,19
10,30
11,43
6,0
25,12
2,17
10,39
23,0
15,14
2,3
0,7
15,1
5,42
20,10
13,24
0,0
25,9
8,27
3,14
23,24
5,38
13,17
15,21
20,14
8,16
0,22
1,34
0,11
19,34
26,28
15,45
4,0
2,3
0,41
14,2
18,8
10,13
25,16
26,42
0,7
8,12
19,40
1,40
18,37
3,14
0,18
14,47
0,40
20,39
3,9
1,19
8,23
3,9
14,10
8,10
14,0
10,16
11,12
5,3
0,0
0,0
0,2
19,44
2,9
26,41
0,33
0,23
0,23
23,6
0,24
3,3
1,9
5,26
0,44
8,5
23,10
3,44
0,39
0,24
17,47
22,32
2,43
4,43
0,29
23,40
14,30
13,27
6,43
22,32
15,14
18,42
13,32
19,5
0,8
4,10
26,0
17,15
1,35
10,12
23,11
26,7
14,7
3,19
6,16
15,4
20,40
4,25
8,0
0,12
20,41
0,32
0,0
21,3
0,11
10,0
20,47
0,24
14,25
11,26
8,11
0,40
26,3
25,5
0,13
0,17
26,34
19,26
25,0
7,21
0,44
9,9
16,28
13,1
23,35
7,10
15,3
11,7
26,5
12,25
17,47
16,32
0,27
16,37
0,2
26,2
0,37
13,31
25,0
8,0
6,32
5,33
23,47
8,36
0,0
0,22
25,0
18,39
7,13
25,24
17,21
14,0
20,4
11,34
13,47
2,38
7,44
0,16
0,6
0,12
0,6
1,10
0,28
4,17
0,45
13,19
0,11
23,39
13,25
0,12
15,31
7,37
0,28
0,47
0,2
17,41
5,0
0,16
10,20
8,12
13,40
0,35
15,0
0,18
15,14
25,1
17,0
2,28
0,12
1,0
13,19
5,40
4,34
13,37
7,40
0,36
11,45
7,28
0,0
7,11
13,21
21,12
19,11
11,9
0,31
8,12
20,41
2,0
19,5
26,45
5,0
5,1
20,35
21,0
14,38
11,5
21,45
2,31
13,37
2,41
4,39
0,4
12,24
3,21
13,47
0,36
4,29
8,28
0,11
0,25
6,8
14,0
18,42
15,29
14,28
26,16
0,4
1,36
21,20
19,9
21,7
15,0
0,32
20,5
16,41
0,32
8,3
2,31
10,9
13,2
26,22
8,43
15,0
26,28
24,2
15,34
5,19
0,9
0,43
20,19
26,25
1,15
1,14
2,17
2,9
21,19
0,8
0,33
0,10
15,47
15,0
13,23
11,17
20,38
17,27
0,25
8,31
21,41
19,6
0,13
0,47
8,24
17,37
0,1
16,14
17,9
5,25
0,26
3,37
8,35
16,0
10,14
14,11
25,28
0,12
15,23
26,0
5,31
0,37
4,2
18,32
7,11
0,6
26,25
4,16
8,14
0,18
6,45
22,47
17,5
11,35
2,3
19,37
0,16
26,0
8,16
5,21
5,13
18,8
0,3
13,27
10,19
10,40
18,12
13,6
8,24
25,11
0,10
6,11
14,1
26,0
26,11
11,33
15,25
22,19
2,4
10,0
0,9
25,0
26,4
17,11
26,37
8,1
7,19
13,21
11,37
7,47
20,0
17,33
10,14
0,11
0,41
25,28
4,34
1,15
0,9
11,31
25,10
7,45
14,14
0,5
26,21
22,0
15,0
0,22
0,7
0,38
21,19
14,0
19,21
14,25
4,16
0,1
4,21
4,0
1,18
15,33
21,21
0,14
15,21
24,15
4,0
5,28
26,0
5,12
8,41
25,12
7,32
25,1
0,34
13,5
23,11
11,11
20,34
4,35
0,32
20,34
20,44
0,36
0,16
21,37
16,1
2,5
20,31
26,7
7,2
2,9
17,3
25,41
11,45
10,30
15,35
0,30
17,3
2,13
0,15
7,0
21,22
19,45
8,42
0,39
21,23
0,2
8,44
8,14
23,0
20,33
4,8
0,25
18,8
26,18
23,0
4,27
7,29
0,0
15,19
12,44
17,41
19,31
20,17
8,30
8,0
0,18
17,8
10,28
17,24
0,45
1,25
0,13
8,12
0,3
7,4
5,45
15,1
17,33
17,27
21,4
17,1
19,44
0,3
13,27
3,1
26,0
26,15
7,32
26,11
2,35
4,18
21,0
25,3
13,31
0,42
23,30
5,40
10,5
0,44
19,11
0,14
8,11
26,0
1,7
1,36
13,30
14,26
5,45
0,1
11,10
4,12
19,32
26,37
11,1
25,45
26,39
4,44
11,39
6,33
25,7
13,16
0,10
8,8
14,0
0,4
11,7
9,21
1,2
7,25
0,2
17,43
10,24
0,44
19,21
8,39
13,0
0,12
1,27
21,41
0,11
18,16
15,15
18,9
0,18
26,9
2,4
5,2
26,17
1,0
16,17
0,35
19,12
23,5
0,23
20,4
15,0
26,5
11,22
8,33
0,23
0,18
15,11
0,11
8,13
1,36
26,0
0,6
17,43
0,33
11,39
5,40
8,11
19,15
15,28
2,11
17,32
2,41
25,46
25,3
2,22
17,45
7,15
23,44
15,0
8,21
26,30
26,40
26,4
8,12
24,32
10,30
13,1
12,39
13,30
4,43
0,0
23,28
0,12
20,0
0,5
21,0
0,25
20,47
20,11
11,7
10,41
10,2
0,30
7,9
16,43
0,4
21,14
3,24
17,14
20,32
3,34
14,1
10,2
25,31
7,26
26,14
0,6
26,33
25,5
25,11
8,41
23,39
0,47
25,30
24,15
9,24
0,29
21,25
0,16
26,11
0,0
23,11
0,27
0,43
3,0
15,19
17,45
21,3
10,30
15,0
12,28
26,11
9,30
4,0
16,0
15,40
7,33
25,20
26,18
16,43
0,40
21,40
5,15
6,44
5,16
7,41
0,0
6,1
11,2
20,21
23,44
20,20
15,34
7,14
21,0
10,46
15,27
22,10
13,5
21,31
7,32
21,23
19,6
26,24
2,46
0,27
0,8
11,10
14,11
4,42
1,0
17,16
22,20
13,4
0,28
0,36
7,0
10,47
13,31
19,11
6,37
26,14
21,10
4,0
0,41
0,41
8,4
20,0
5,0
7,0
7,9
0,0
6,0
10,5
13,37
2,2
23,30
0,8
7,12
25,2
7,4
1,23
5,16
0,7
16,27
2,7
20,18
0,43
26,0
9,4
23,29
1,0
11,0
0,24
26,0
0,36
0,30
19,37
7,47
10,16
20,15
26,37
17,38
0,41
24,9
5,3
8,36
8,21
0,8
17,44
0,30
15,20
19,25
20,0
20,2
0,40
2,5
8,32
13,12
7,14
5,35
7,42
0,33
8,36
19,27
2,3
14,37
0,37
12,33
0,0
15,6
13,0
13,11
18,3
19,3
8,27
1,21
26,36
0,4
0,39
17,36
0,1
18,11
7,40
7,37
4,43
15,17
14,3
0,9
0,25
15,0
0,17
25,1
14,46
4,12
21,40
26,37
2,16
0,11
21,14
5,30
10,13
21,40
0,1
10,0
15,11
0,40
8,37
17,2
5,47
0,0
11,4
0,31
21,0
0,30
7,5
13,8
7,30
26,47
19,15
13,35
23,19
1,27
16,3
0,2
18,3
8,16
13,30
14,47
26,34
4,12
16,9
1,16
12,6
5,0
12,0
21,41
13,37
0,41
8,0
11,32
16,28
6,0
23,37
0,24
4,17
7,11
17,37
14,40
26,2
20,13
0,25
6,26
8,40
17,2
2,28
5,0
5,43
8,34
4,13
0,27
19,44
0,14
21,46
6,33
7,24
10,45
23,15
0,11
