Body,Body_color
1,20
25,6
1,1
21,7
9,5
29,10
31,9
33,6
26,2
4,4
20,7
18,10
14,5
31,7
25,8
19,6
25,6
31,8
3,20
34,8
32,10
1,15
21,6
27,1
34,10
28,4
18,10
2,7
4,9
28,3
1,53
19,1
28,2
20,3
33,6
25,3
24,2
24,7
24,7
21,2
11,4
4,3
2,7
15,2
30,8
18,5
33,3
18,6
10,3
25,12
5,6
30,2
2,8
2,1
15,1
29,1
21,4
1,34
33,5
5,3
28,3
21,7
9,2
13,7
14,2
1,43
7,4
25,10
1,9
32,6
12,4
1,9
25,12
20,7
20,7
7,2
9,4
32,2
27,2
3,12
33,3
1,3
32,10
5,3
5,3
18,10
4,1
5,6
18,2
3,6
34,4
18,11
32,4
21,7
2,3
31,6
19,8
1,21
19,4
32,8
7,3
34,7
11,10
12,5
2,7
1,6
19,7
18,4
22,6
5,1
1,58
20,5
9,8
5,5
22,5
25,7
29,3
21,6
29,9
25,1
1,53
10,4
15,2
3,7
21,4
25,1
15,2
25,5
2,2
1,42
2,5
4,2
14,3
1,29
1,47
25,1
13,8
21,4
27,1
32,8
33,1
32,8
30,8
32,6
3,7
3,3
24,4
24,6
7,3
19,5
3,18
22,2
19,2
1,35
25,8
22,6
13,9
34,2
33,7
3,9
28,4
32,9
34,1
31,7
25,1
3,3
30,4
27,1
20,6
32,10
5,4
30,5
19,9
3,5
15,7
3,1
2,6
1,25
10,7
15,2
3,2
3,15
28,4
15,7
19,10
3,10
31,7
34,3
5,6
19,8
30,10
1,20
9,2
32,10
10,12
9,8
32,7
10,6
15,1
34,7
27,2
2,8
7,3
34,5
1,34
34,6
27,2
9,4
21,4
24,7
1,21
13,1
19,3
1,4
3,7
11,10
33,4
19,1
9,1
28,1
3,9
32,8
1,11
1,42
27,2
32,8
12,5
1,29
15,7
24,4
5,6
14,5
4,9
33,7
3,6
3,7
20,7
20,3
23,7
13,1
4,9
32,7
1,3
10,15
12,2
34,10
19,6
1,3
1,37
3,3
30,3
4,8
9,8
1,12
1,21
30,6
34,3
1,58
34,6
3,18
21,4
28,1
3,2
12,4
14,1
34,4
22,7
25,14
11,7
25,7
1,20
29,10
1,6
1,47
34,1
3,1
7,4
5,5
32,6
23,5
27,1
20,3
2,9
5,3
2,2
3,8
15,7
10,5
13,5
3,13
4,8
33,6
3,4
19,5
1,20
31,8
25,6
22,5
20,7
3,3
1,14
21,4
9,2
1,19
25,12
32,9
31,11
4,4
6,3
12,1
25,3
3,5
6,2
5,2
3,16
2,7
25,10
19,6
32,7
30,10
1,3
27,1
32,7
33,2
4,3
6,6
19,6
5,3
1,44
14,5
4,9
10,12
1,34
24,6
5,5
3,3
11,11
19,5
1,47
10,13
9,6
29,6
25,7
11,1
28,4
1,38
1,59
10,1
1,23
3,13
5,1
25,6
14,5
25,3
3,11
28,1
1,15
7,8
3,5
1,34
14,1
5,5
32,1
31,4
6,7
1,32
33,8
1,56
11,6
14,4
30,6
1,18
19,4
33,3
19,4
1,10
1,56
25,1
14,4
13,5
9,4
2,8
10,16
33,2
32,10
20,2
25,2
25,11
3,1
1,15
1,2
2,9
23,1
31,2
1,20
1,10
3,1
4,10
1,2
5,5
20,3
9,5
11,9
22,3
3,10
1,6
1,13
3,2
6,6
3,3
3,7
1,51
10,1
22,6
3,3
22,2
5,3
2,10
24,2
1,37
1,60
13,3
2,5
12,4
1,43
3,16
25,1
28,1
19,7
1,14
20,7
2,2
29,8
13,3
5,2
34,10
30,9
32,1
5,2
1,12
6,8
1,34
3,11
24,3
29,1
1,51
3,1
4,1
6,8
22,5
21,6
21,4
1,12
32,5
25,7
1,34
11,11
15,6
1,29
22,2
29,3
4,7
2,2
3,4
1,19
19,7
1,2
34,1
24,3
28,3
1,1
1,48
33,1
3,15
4,9
20,7
23,3
25,11
3,9
19,3
9,2
15,8
31,10
29,1
3,5
31,8
1,14
1,39
29,3
20,3
19,1
25,8
1,59
2,7
25,10
1,4
3,5
28,2
15,2
14,2
21,4
5,5
32,8
1,8
1,52
1,52
3,7
4,8
4,1
3,11
6,1
15,2
34,3
12,3
25,11
34,9
1,24
19,1
1,9
13,4
13,2
34,5
30,5
19,3
25,10
9,9
19,10
23,2
3,2
18,7
18,4
34,7
22,5
3,5
32,7
20,7
11,10
11,9
27,2
23,4
21,4
25,12
1,14
23,4
7,3
25,8
3,10
23,3
7,7
29,1
32,4
31,9
1,15
2,1
11,1
11,5
5,5
32,10
3,10
32,8
3,5
14,1
5,5
33,2
15,3
20,6
1,16
20,2
34,3
1,2
1,16
14,2
3,1
1,15
1,6
24,5
32,2
31,10
1,10
3,4
23,4
1,27
25,1
5,3
32,7
1,10
10,13
20,5
12,3
27,2
9,8
27,1
3,9
1,15
18,9
24,5
7,2
1,52
19,5
6,7
2,11
20,2
31,6
34,9
10,3
3,16
1,1
5,6
32,9
19,11
25,6
1,21
1,52
13,6
1,55
3,10
19,5
11,1
12,3
3,5
10,1
34,7
32,1
21,3
18,4
11,1
14,2
19,9
10,2
34,10
25,7
13,5
32,6
14,1
4,2
21,4
27,2
9,5
33,3
18,10
7,9
25,10
2,7
34,9
3,3
21,6
15,8
33,2
1,17
1,1
32,10
10,4
14,6
29,1
30,3
19,11
33,7
10,13
25,1
3,15
3,3
22,5
21,1
31,2
19,9
23,4
3,15
25,10
19,7
1,32
30,8
1,15
21,3
19,3
25,6
31,9
24,4
28,3
1,4
9,9
19,9
25,8
1,34
15,7
19,12
23,7
25,10
31,1
3,1
1,5
31,9
13,3
10,14
1,26
1,14
10,7
22,5
14,6
18,2
19,10
10,12
32,8
2,7
20,7
2,2
21,3
27,1
31,8
1,31
10,5
21,7
21,2
2,1
3,3
1,24
30,9
19,5
28,4
32,2
7,3
1,1
27,2
3,5
1,20
2,6
13,7
29,8
10,3
15,4
34,10
22,1
1,7
25,7
27,1
27,2
25,11
19,8
7,3
23,5
30,3
32,4
28,1
3,17
24,7
32,9
34,4
1,15
2,4
31,6
9,6
31,11
33,7
5,3
2,7
22,6
3,5
1,6
9,1
3,3
33,3
13,5
3,9
9,6
21,4
29,7
1,26
19,9
6,1
9,9
22,6
21,7
23,2
19,8
25,7
21,5
19,11
33,1
15,3
30,2
22,5
18,11
3,8
1,29
29,3
24,2
6,3
27,2
2,11
7,8
24,3
23,4
1,21
34,2
10,15
1,29
19,9
32,9
25,3
3,9
18,9
20,7
3,4
6,4
2,7
27,1
34,1
15,1
34,5
1,10
3,14
34,6
14,4
1,21
10,1
27,2
22,2
33,2
27,4
5,5
1,45
13,9
6,7
10,12
27,3
3,1
32,9
25,1
21,5
2,3
34,8
19,11
9,9
20,3
33,1
6,2
19,4
5,1
1,18
2,1
5,6
9,5
31,6
2,4
34,10
24,5
32,10
9,10
3,1
1,10
1,16
23,7
13,4
5,3
25,2
30,5
19,11
31,2
5,3
24,4
14,6
1,58
1,6
18,5
4,6
13,5
33,3
4,8
5,5
1,2
1,29
14,2
20,4
25,12
14,3
15,7
1,38
20,1
3,7
19,10
33,8
32,1
18,12
6,2
25,8
21,3
34,4
10,5
20,7
10,11
23,6
25,7
3,1
1,3
3,7
34,5
20,4
31,7
1,24
31,2
2,2
11,5
31,8
5,2
31,6
32,5
29,10
8,1
33,2
2,1
20,3
19,10
19,1
32,1
19,10
10,1
3,8
1,4
5,6
25,11
3,5
15,1
25,7
20,5
16,1
13,2
4,1
5,6
21,4
1,40
24,3
5,2
28,4
34,1
25,7
30,9
5,3
27,2
13,4
3,1
1,22
4,2
19,4
10,9
27,1
25,2
14,2
1,2
32,1
10,8
9,7
33,9
10,6
32,8
31,2
28,1
20,5
1,9
9,8
1,15
14,5
25,5
23,6
10,1
20,7
7,8
19,1
6,5
7,9
3,4
2,6
1,10
4,12
25,2
32,5
33,2
13,7
14,2
7,7
14,3
2,12
3,7
14,4
10,8
30,8
23,7
10,12
5,5
29,7
15,7
33,7
3,2
7,9
25,8
27,2
29,10
11,4
6,5
33,2
25,1
23,5
25,10
1,48
12,2
1,34
3,8
13,1
20,7
4,3
1,21
23,7
1,21
10,4
9,8
29,8
15,2
21,3
1,43
23,6
25,6
18,2
1,1
1,2
29,1
19,7
6,1
1,4
1,44
3,5
3,1
14,4
3,3
4,12
5,3
19,3
26,2
32,4
2,10
33,5
1,5
25,7
24,3
24,4
31,10
15,1
11,3
23,4
1,29
29,10
21,6
28,3
7,2
21,7
32,7
25,1
25,8
34,3
12,5
29,6
1,49
1,41
25,3
32,8
19,4
10,8
3,2
25,1
25,7
3,9
25,11
34,7
14,5
11,9
3,3
3,9
31,8
20,5
20,6
5,3
1,6
5,3
1,29
31,3
4,3
1,60
29,8
13,4
30,2
23,7
23,5
29,3
5,3
5,6
1,20
6,7
1,12
3,1
31,3
34,9
34,1
9,7
27,5
9,6
19,10
18,5
19,9
20,4
6,3
33,2
13,4
5,6
9,4
22,5
23,6
31,2
10,3
29,7
2,8
10,3
31,6
32,5
10,2
34,10
1,38
25,2
5,2
1,10
15,2
23,7
10,15
33,2
1,16
9,3
34,3
31,9
24,5
11,6
4,6
1,57
1,36
3,7
5,3
10,3
3,8
21,2
28,3
12,5
9,9
1,7
22,3
7,4
12,4
1,21
13,9
30,3
1,20
10,3
29,1
9,8
25,8
11,8
6,7
1,28
7,3
19,5
1,39
18,5
7,1
32,9
1,20
30,3
32,9
6,6
10,4
33,8
29,5
8,2
24,4
3,5
31,8
1,30
15,7
1,20
20,7
13,9
27,5
12,1
11,3
23,4
20,5
1,4
3,16
31,8
9,9
27,3
3,4
5,1
2,2
25,1
15,4
1,47
9,8
29,1
3,3
15,1
2,11
5,6
29,9
3,10
3,19
25,10
28,1
29,7
25,6
27,1
34,10
25,8
19,5
6,4
10,13
1,14
31,6
34,5
32,1
9,5
31,6
12,5
23,6
1,22
1,12
1,57
5,3
33,2
33,7
5,5
27,3
4,8
6,6
2,11
2,10
24,7
33,5
1,3
34,7
18,4
15,7
33,5
2,1
3,1
21,4
21,2
34,10
6,5
18,5
14,4
1,14
21,6
19,9
1,54
31,8
2,7
28,3
20,2
3,16
34,4
3,4
19,6
14,3
19,9
34,1
31,9
7,8
24,4
19,9
21,2
3,5
19,13
34,1
34,6
32,10
13,8
1,12
1,1
1,10
21,3
30,6
21,4
25,2
21,4
31,4
1,12
27,2
6,1
3,2
18,10
1,8
13,3
32,10
34,2
3,2
1,59
34,4
18,5
25,3
24,4
6,3
27,3
11,7
11,4
10,11
29,6
1,12
2,7
1,18
9,3
13,1
6,4
6,3
10,5
25,11
25,10
3,12
14,5
20,3
1,38
1,34
3,9
15,3
20,2
1,14
3,2
5,6
19,5
1,37
19,2
22,3
4,4
3,16
32,6
34,9
19,3
5,5
34,7
25,3
7,4
20,5
29,5
25,3
21,3
34,6
18,12
1,29
34,5
3,5
1,34
33,1
10,14
11,3
21,5
22,5
12,2
18,5
11,11
12,5
18,12
19,3
5,5
23,4
30,2
12,4
18,10
1,21
34,2
25,7
15,4
5,6
2,3
14,6
29,1
3,4
10,10
33,3
20,2
1,11
1,12
19,6
32,10
30,8
1,26
1,59
7,4
22,3
1,14
10,10
21,6
34,9
3,7
29,3
13,9
25,7
1,9
11,5
22,5
15,3
25,7
19,7
13,7
19,10
1,6
9,4
20,7
3,16
24,3
11,11
25,2
23,7
5,6
13,6
9,4
1,57
11,7
2,3
34,5
1,10
31,7
2,11
15,6
32,2
25,1
20,7
29,6
1,19
32,6
3,5
13,9
3,7
25,3
32,9
18,12
1,39
10,2
1,17
8,1
24,4
3,8
3,5
2,7
34,6
10,5
6,5
1,7
25,7
5,2
23,2
3,4
19,5
7,5
1,26
19,9
25,1
12,4
11,9
6,7
5,3
13,5
20,7
2,5
24,3
1,60
29,8
10,5
18,6
2,1
14,4
20,2
3,11
1,22
34,4
25,3
11,3
2,4
15,2
24,5
9,2
13,1
21,2
25,1
1,24
12,1
13,9
29,1
25,2
1,17
1,3
2,11
4,10
1,51
7,6
32,9
7,3
32,1
9,4
1,27
11,7
4,1
10,12
1,15
1,29
33,6
14,2
1,23
1,56
10,12
19,1
22,3
9,9
4,6
34,5
15,6
29,5
3,3
3,14
13,9
30,10
27,1
1,29
9,1
1,21
7,3
1,29
2,7
10,11
32,2
1,15
1,1
14,4
1,27
19,7
29,8
29,2
34,1
19,9
25,3
33,8
22,1
33,2
7,3
24,2
3,9
5,3
10,3
14,3
25,3
1,34
1,21
28,2
1,15
13,7
23,3
31,3
1,15
31,8
5,5
3,7
30,5
20,3
25,13
1,60
3,8
25,11
4,6
13,4
19,7
20,5
29,2
6,3
22,6
9,7
25,11
10,5
3,5
24,7
13,9
23,7
2,1
31,8
32,7
11,9
32,8
22,2
1,48
2,7
2,4
18,7
13,9
21,2
6,6
5,1
4,2
7,7
5,2
5,2
11,10
32,5
13,6
25,1
11,9
10,1
9,10
18,6
34,10
33,7
7,2
25,7
1,1
21,7
2,4
32,10
1,48
33,1
22,5
12,5
1,60
18,2
13,8
33,9
1,10
22,6
1,40
9,2
1,3
3,6
34,5
34,6
14,3
10,1
22,5
25,3
19,10
21,6
1,21
1,52
25,2
25,10
34,8
19,7
18,10
12,3
24,6
32,3
25,12
21,7
1,18
3,16
19,9
9,2
21,6
28,3
4,9
5,5
32,4
19,5
3,2
15,5
30,6
1,21
1,1
2,7
25,11
19,3
15,2
24,2
1,1
23,4
5,5
11,11
12,2
13,7
29,1
15,7
33,2
19,10
1,12
21,2
27,2
29,5
15,4
24,4
25,11
32,8
3,2
1,55
4,3
1,45
3,7
20,3
3,20
30,3
21,3
22,2
28,3
34,9
1,29
1,3
3,9
18,7
1,19
27,4
31,6
1,41
10,12
3,3
24,4
11,11
1,33
11,8
29,10
5,1
3,9
33,8
19,9
28,3
5,3
25,7
30,6
31,8
18,3
24,2
1,10
6,1
1,45
1,8
12,1
14,2
34,3
34,5
1,2
34,9
33,4
5,6
33,8
1,6
12,6
24,5
2,7
4,12
33,9
15,6
34,7
22,2
32,1
1,34
32,6
13,7
28,4
32,10
3,10
33,2
6,7
21,6
32,6
29,7
6,6
1,46
5,3
15,2
32,7
29,1
15,5
20,3
5,1
30,1
15,6
1,60
27,2
29,3
11,1
13,3
31,8
3,5
25,13
20,5
1,46
23,4
18,6
10,13
3,7
2,2
30,6
1,12
18,8
27,2
9,10
1,34
32,7
2,4
20,7
25,2
33,2
1,13
3,10
10,10
29,8
3,5
5,3
1,36
25,12
25,10
1,12
29,7
29,8
10,12
1,10
18,11
1,26
5,1
32,2
28,1
9,6
1,2
33,6
9,1
23,3
19,4
1,1
19,8
5,3
13,2
12,6
3,3
20,3
18,10
27,1
19,9
19,6
19,6
25,10
19,9
9,6
19,6
28,4
19,3
15,2
1,1
19,4
25,11
1,8
10,13
31,1
32,6
1,14
32,1
33,5
28,2
10,7
1,34
1,4
29,8
1,46
21,6
25,8
15,6
19,3
18,8
11,5
3,10
33,7
25,7
9,9
20,6
19,6
28,2
22,2
7,3
25,1
3,7
5,3
6,3
32,2
19,7
24,6
25,2
33,6
14,1
2,11
2,13
10,8
31,8
27,2
23,7
20,3
20,4
25,11
1,20
3,8
10,4
2,11
2,6
31,7
34,10
7,6
2,12
11,4
31,10
17,1
25,4
2,7
34,1
19,5
27,4
22,5
1,32
1,53
1,1
1,1
1,10
1,18
4,3
25,1
32,9
29,1
13,3
30,10
25,11
25,12
5,3
10,11
32,8
5,5
1,11
3,10
3,1
19,7
5,1
23,4
4,9
32,7
1,29
6,6
34,4
18,10
29,10
13,9
18,6
24,7
1,29
18,8
21,4
30,6
1,1
22,6
32,7
20,4
23,3
21,5
6,1
20,7
1,49
3,2
22,5
19,2
20,2
33,3
23,3
6,1
6,7
22,1
11,8
3,3
32,11
1,10
6,1
1,36
5,2
34,6
15,8
23,3
21,6
14,2
3,7
22,3
33,5
21,4
1,3
34,10
14,2
5,1
23,3
18,9
3,9
23,3
3,3
29,5
11,4
31,9
11,6
9,4
33,5
1,10
11,9
6,3
11,8
33,7
5,1
1,15
12,5
9,8
5,5
1,41
1,8
10,6
3,2
25,8
22,5
10,3
3,5
32,10
27,2
32,6
24,6
34,5
34,5
5,1
18,2
1,2
32,9
9,2
33,2
1,46
11,8
28,3
28,3
1,12
5,2
5,3
19,9
10,14
9,5
19,5
20,5
11,4
25,1
3,1
25,1
10,7
9,2
34,8
1,3
25,5
4,11
34,10
2,7
23,6
18,7
1,6
13,6
28,1
23,4
34,1
25,7
18,8
24,3
1,24
5,5
1,34
1,34
1,54
20,7
13,4
18,3
18,2
20,3
7,9
34,1
25,2
5,6
33,2
29,1
6,7
32,1
19,9
10,10
31,6
24,3
28,1
22,2
19,5
15,2
20,6
3,6
1,33
9,1
32,3
11,3
18,8
19,1
1,13
32,4
14,4
32,8
9,3
33,3
23,4
15,2
34,4
25,9
19,7
18,6
1,18
1,56
11,4
25,7
22,5
6,6
24,5
22,5
15,3
27,2
30,2
7,2
2,1
7,7
1,12
7,8
11,7
13,1
1,57
9,6
20,6
6,6
5,2
19,5
32,8
5,6
6,4
15,1
15,5
1,56
11,11
1,21
3,9
3,3
31,3
18,4
6,3
32,8
32,2
18,5
21,6
4,6
3,14
3,10
27,2
25,10
13,6
15,1
25,7
7,1
10,11
3,5
19,3
3,3
33,1
3,12
7,3
30,10
5,1
34,9
1,36
19,10
18,6
10,16
11,8
9,1
30,8
34,9
1,8
1,16
23,3
7,3
6,6
31,4
24,6
5,3
5,5
29,8
33,4
27,2
27,1
5,6
19,7
3,10
3,9
31,7
5,6
28,2
31,11
33,6
28,2
27,1
32,4
15,7
21,4
7,1
1,1
34,6
19,4
19,3
3,14
10,3
33,4
27,3
3,10
31,10
1,1
1,51
1,29
21,2
25,2
7,3
7,6
11,7
9,6
4,11
20,6
21,4
3,1
33,1
4,11
3,2
20,4
3,19
34,8
5,5
34,10
29,8
33,9
1,34
23,4
34,8
1,54
31,8
19,10
23,2
1,10
1,45
12,4
1,20
31,10
1,24
2,11
32,8
19,13
29,1
14,6
20,4
28,3
19,1
25,1
1,5
32,2
33,5
9,5
7,9
32,5
3,6
27,3
1,8
19,9
34,9
25,13
10,5
25,5
7,6
15,3
29,10
6,1
21,6
31,11
13,6
13,3
28,4
1,40
1,21
1,23
9,8
3,7
29,1
29,5
3,12
1,21
2,8
3,2
1,23
5,5
31,3
9,10
33,6
3,11
25,1
29,7
22,3
14,1
13,7
29,9
1,56
1,14
2,6
5,5
1,11
23,2
30,10
3,10
15,8
1,59
3,9
15,4
3,3
10,8
2,11
1,58
1,1
7,9
22,5
25,11
1,7
3,10
18,5
6,5
25,7
3,3
7,2
5,6
24,6
33,9
19,8
21,5
32,7
1,44
21,7
13,2
19,5
34,10
10,6
8,1
25,11
3,2
1,15
29,5
4,8
19,10
1,12
2,7
25,10
27,3
4,1
13,9
1,26
22,5
5,2
10,5
10,1
2,12
14,6
6,1
11,10
4,3
13,9
3,2
24,5
13,4
32,1
29,10
33,4
14,5
6,6
5,6
20,2
7,4
21,3
1,43
3,9
15,6
14,2
30,8
5,6
34,1
32,7
32,7
25,11
34,5
34,8
23,7
25,8
3,8
4,4
29,7
31,9
4,6
1,1
33,2
28,4
2,7
22,3
19,7
19,2
11,3
5,6
3,4
15,8
1,57
12,1
1,43
6,1
28,1
3,4
12,4
32,10
24,3
16,1
3,3
2,11
34,2
29,7
24,5
32,9
9,3
14,5
11,6
18,5
29,7
19,8
9,10
1,49
32,7
3,4
11,11
6,7
29,5
2,1
1,2
25,2
31,10
1,36
14,1
34,2
21,3
33,5
33,3
3,4
32,6
1,44
5,5
29,2
3,18
3,5
30,2
34,10
4,1
22,6
3,7
19,2
21,4
14,2
3,1
13,1
15,2
29,9
2,9
23,2
31,8
1,53
10,14
19,2
1,49
2,9
15,7
3,3
7,8
33,4
22,5
10,5
15,7
9,4
21,3
3,1
1,21
28,2
2,10
21,7
31,7
10,3
13,1
6,6
13,5
6,3
28,2
23,4
14,4
3,18
34,2
5,5
33,1
31,6
13,2
4,3
33,7
27,2
28,3
33,4
7,4
10,1
34,4
3,11
23,3
1,34
2,2
19,4
13,6
7,4
3,6
3,2
27,2
7,7
34,6
6,6
28,1
24,3
21,7
1,12
3,9
25,1
5,5
21,3
6,1
34,10
27,2
7,6
25,7
15,2
32,8
10,3
1,53
34,5
1,8
3,16
3,9
24,4
34,7
32,2
9,9
5,3
3,7
1,6
32,7
10,11
15,2
1,3
3,5
30,9
29,5
33,5
6,1
1,11
3,13
1,43
1,2
28,1
27,1
13,5
8,1
26,2
34,8
1,12
14,4
31,10
15,4
1,31
31,3
25,6
10,1
25,9
19,1
19,9
19,3
30,9
5,6
21,3
1,32
30,7
10,12
11,4
8,1
2,11
15,8
4,11
34,4
5,2
10,7
20,3
15,3
28,4
3,8
34,9
30,6
9,6
31,7
1,21
18,5
24,4
34,1
9,4
1,25
10,15
7,9
3,3
2,12
10,10
1,59
25,3
5,6
21,5
14,5
1,17
1,6
15,1
8,1
28,4
21,5
1,5
21,2
21,4
25,3
34,6
11,2
5,3
15,6
5,1
19,9
32,6
19,2
6,6
11,8
32,6
25,7
13,5
3,5
33,9
5,2
34,10
1,19
6,1
4,12
22,2
4,10
12,3
20,7
2,2
34,6
24,7
25,10
7,2
29,1
9,1
18,5
26,2
15,7
28,1
33,7
10,4
34,2
1,44
1,34
34,7
5,3
15,7
31,10
11,1
31,7
18,10
33,6
14,1
1,29
20,7
7,3
1,30
7,2
10,3
22,5
6,5
14,1
3,19
25,3
25,7
3,1
1,16
32,7
1,30
15,2
25,6
19,2
34,10
1,21
22,2
5,3
27,2
1,20
32,9
28,3
3,8
3,5
12,4
32,8
29,2
1,34
6,2
1,56
31,6
24,4
3,2
4,1
27,2
1,58
18,9
13,3
25,7
22,2
23,3
10,3
9,2
2,10
18,4
3,9
33,4
34,1
10,13
1,21
32,1
24,3
21,3
1,3
24,2
11,11
1,25
3,4
30,5
3,17
11,4
20,7
19,10
3,10
1,35
28,1
34,10
33,7
11,4
1,34
1,10
15,5
10,7
1,10
11,6
5,3
5,1
19,7
18,2
1,6
13,2
31,2
10,1
18,5
3,5
1,12
19,7
34,3
11,9
29,6
18,3
3,3
3,7
32,2
11,10
1,22
12,6
32,10
10,5
25,8
1,6
10,5
1,4
30,1
19,7
9,4
19,1
32,8
10,11
5,2
10,7
25,8
32,7
4,1
15,7
23,3
13,4
15,2
13,9
29,8
5,3
3,2
11,2
30,10
3,16
29,10
1,49
33,4
1,34
19,1
1,8
32,3
1,9
34,3
27,2
31,8
15,4
11,2
1,24
3,3
1,3
1,54
6,6
31,4
1,21
1,15
25,10
3,3
11,9
14,4
13,5
15,7
31,2
1,12
34,4
19,9
1,3
29,10
14,2
11,7
13,8
19,7
32,11
1,1
29,10
34,6
7,7
34,1
24,6
25,1
2,13
15,5
5,3
3,11
30,5
3,2
23,3
1,34
28,1
1,21
3,18
19,7
1,5
28,2
28,4
15,2
7,9
1,10
23,3
27,1
1,21
3,18
29,2
1,9
9,2
25,2
21,4
32,10
10,16
20,2
1,2
19,5
3,2
5,5
6,6
1,15
25,10
25,6
34,7
6,1
31,7
32,9
33,2
3,2
29,2
5,5
1,20
29,6
3,3
1,41
32,7
9,10
1,15
30,1
19,7
27,2
11,11
25,7
32,7
3,1
27,4
3,9
29,1
5,2
15,2
28,2
1,59
1,10
27,2
20,2
25,7
1,6
2,11
23,4
19,1
17,1
3,10
32,2
3,5
1,16
29,1
21,5
1,34
1,54
31,10
1,14
1,29
9,6
3,3
1,45
9,10
34,7
1,48
3,1
32,2
28,4
34,3
27,2
11,5
1,35
33,9
25,10
19,5
19,3
30,6
14,5
10,5
1,38
3,3
19,3
19,4
14,3
13,7
5,5
9,3
5,1
4,11
24,6
20,3
7,2
7,3
1,30
1,35
20,5
20,6
9,6
3,8
19,3
24,4
19,4
25,11
10,15
32,2
24,7
1,3
1,18
33,5
14,4
25,2
10,12
28,3
25,8
9,6
25,1
6,3
33,8
24,2
9,7
6,6
10,12
10,12
24,4
31,4
21,5
1,12
5,6
1,27
14,2
13,2
1,6
3,20
10,4
18,7
25,3
1,6
29,5
3,8
28,3
28,2
34,8
1,14
27,3
7,2
32,1
1,1
1,9
14,6
13,7
1,34
9,2
1,29
33,4
32,10
25,7
1,24
1,34
30,5
1,53
19,9
18,4
20,3
33,6
27,1
21,3
3,15
2,11
29,5
20,2
8,2
5,2
23,3
23,4
10,4
5,3
28,4
22,7
23,7
1,29
14,5
32,8
1,38
18,11
1,52
34,4
32,7
25,2
6,1
23,6
5,5
1,14
5,1
34,5
25,8
3,2
13,9
14,2
29,10
34,3
1,10
25,1
1,34
31,6
19,10
30,10
21,5
34,8
5,1
19,3
10,7
24,2
15,4
28,2
4,1
1,34
3,15
24,2
7,9
31,6
32,4
19,10
1,34
1,10
33,5
