Skin,Skin_color,name,score,Hair,Hair_color,name,score,Facegear_front,Facegear_front_color,name,score,Headgear,Headgear_color,name,score,Ears,Ears_color,name,score,Facegear_back,Facegear_back_color,name,score,Eyebrow,Eyebrow_color,name,score,Mouth,Mouth_color,name,score,Face,Face_color,name,score,Bodygear,Bodygear_color,name,score,Background,Background_color,name,score
0,,ffdfcf,0.0,31,13,,-140725.36,0,1,,23939.6,0,1,,33688.2,0,,,63674.4,0,,,45904.8,6,,,102175.2,2,,,91069.2,10, , ,91908.32,0,1,,29616.0,7,,a3accb,97732.8
0,,ffdfcf,0.0,1,14,,83072.88,0,1,,23939.6,7,2,,-238840.7,10,2,,-83220.96,0,,,45904.8,3,,,96498.8,7,,,96128.6,19, , ,91908.32,0,1,,29616.0,12,,616370,92303.2
0,,ffdfcf,0.0,24,12,,-153065.36,2,2,,-891811.8,0,1,,33688.2,0,,,63674.4,1,1,,103285.8,6,,,102175.2,13,,,88033.56,0, , ,81592.08,0,1,,29616.0,9,,bbb6b3,92303.2
0,,ffdfcf,0.0,25,15,,-148129.36,0,1,,23939.6,0,1,,33688.2,0,,,63674.4,0,,,45904.8,2,,,90822.4,4,,,96128.6,11, , ,91908.32,0,1,,29616.0,12,,616370,92303.2
0,,ffdfcf,0.0,9,5,,-128385.36,0,1,,23939.6,0,1,,33688.2,0,,,63674.4,0,,,45904.8,4,,,102175.2,7,,,96128.6,15, , ,91908.32,0,1,,29616.0,7,,a3accb,97732.8
0,,ffdfcf,0.0,6,6,,-153065.36,0,1,,23939.6,0,1,,33688.2,9,5,,-567664.68,0,,,45904.8,8,,,111257.44,13,,,88033.56,2, , ,86281.28,0,1,,29616.0,7,,a3accb,97732.8
0,,ffdfcf,0.0,15,15,,-138257.36,0,1,,23939.6,0,1,,33688.2,0,,,63674.4,1,1,,103285.8,1,,,73793.2,5,,,90057.32,0, , ,81592.08,2,4,,-356379.2,9,,bbb6b3,92303.2
0,,ffdfcf,0.0,20,19,,-153065.36,2,1,,-891811.8,4,1,,-337560.7,0,,,63674.4,0,,,45904.8,1,,,73793.2,15,,,96128.6,23, , ,90970.48,0,1,,29616.0,10,,c4c2ac,97732.8
0,,ffdfcf,0.0,3,16,,-153065.36,0,1,,23939.6,0,1,,33688.2,11,3,,-318742.2,0,,,45904.8,1,,,73793.2,18,,,99164.24,7, , ,91908.32,0,1,,29616.0,10,,c4c2ac,97732.8
0,,ffdfcf,0.0,29,5,,-135789.36,0,1,,23939.6,0,1,,33688.2,7,7,,-318742.2,3,2,,-585458.96,7,,,107851.6,3,,,96128.6,4, , ,86281.28,3,1,,-726332.4,1,,accba2,103162.4
0,,ffdfcf,0.0,18,5,,-128385.36,0,1,,23939.6,0,1,,33688.2,0,,,63674.4,3,1,,-67178.96,2,,,90822.4,8,,,96128.6,15, , ,91908.32,0,1,,29616.0,7,,a3accb,97732.8
0,,ffdfcf,0.0,22,10,,-140725.36,0,1,,23939.6,0,1,,33688.2,1,2,,-343422.2,0,,,45904.8,3,,,96498.8,9,,,96128.6,18, , ,90032.64,2,5,,-257659.2,9,,bbb6b3,92303.2
0,,ffdfcf,0.0,25,5,,-135789.36,0,1,,23939.6,4,8,,-312880.7,11,3,,-318742.2,0,,,45904.8,1,,,73793.2,13,,,88033.56,23, , ,90970.48,3,4,,-726332.4,7,,a3accb,97732.8
0,,ffdfcf,0.0,20,6,,-153065.36,0,1,,23939.6,0,1,,33688.2,0,,,63674.4,0,,,45904.8,1,,,73793.2,13,,,88033.56,2, , ,86281.28,0,1,,29616.0,12,,616370,92303.2
0,,ffdfcf,0.0,18,10,,-140725.36,0,1,,23939.6,0,1,,33688.2,0,,,63674.4,0,,,45904.8,1,,,73793.2,5,,,90057.32,6, , ,86281.28,0,1,,29616.0,5,,ffc3dc,105334.24
0,,ffdfcf,0.0,25,3,,-153065.36,0,1,,23939.6,0,1,,33688.2,0,,,63674.4,4,1,,-729664.2,2,,,90822.4,9,,,96128.6,2, , ,86281.28,0,1,,29616.0,12,,616370,92303.2
0,,ffdfcf,0.0,24,20,,-153065.36,0,1,,23939.6,0,1,,33688.2,10,1,,-83220.96,0,,,45904.8,4,,,102175.2,15,,,96128.6,6, , ,86281.28,0,1,,29616.0,9,,bbb6b3,92303.2
0,,ffdfcf,0.0,28,6,,-153065.36,1,11,,-825175.8,0,1,,33688.2,0,,,63674.4,0,,,45904.8,5,,,110122.16,9,,,96128.6,13, , ,91908.32,0,1,,29616.0,7,,a3accb,97732.8
0,,ffdfcf,0.0,7,13,,-120981.36,0,1,,23939.6,0,1,,33688.2,10,2,,-83220.96,4,1,,-729664.2,2,,,90822.4,16,,,100176.12,5, , ,86281.28,0,1,,29616.0,11,,726b61,97732.8
0,,ffdfcf,0.0,25,15,,-148129.36,0,1,,23939.6,0,1,,33688.2,0,,,63674.4,4,2,,-729664.2,5,,,110122.16,2,,,91069.2,7, , ,91908.32,0,1,,29616.0,4,,ed96b9,103162.4
0,,ffdfcf,0.0,27,14,,-153065.36,0,1,,23939.6,5,2,,-114317.76,4,3,,-343422.2,4,2,,-729664.2,6,,,102175.2,18,,,99164.24,0, , ,81592.08,0,1,,29616.0,10,,c4c2ac,97732.8
0,,ffdfcf,0.0,10,3,,-153065.36,0,1,,23939.6,0,1,,33688.2,9,7,,-530644.68,0,,,45904.8,1,,,73793.2,14,,,96128.6,10, , ,91908.32,0,1,,29616.0,9,,bbb6b3,92303.2
0,,ffdfcf,0.0,27,5,,-135789.36,1,6,,-947341.8,0,1,,33688.2,0,,,63674.4,0,,,45904.8,1,,,73793.2,4,,,96128.6,11, , ,91908.32,0,1,,29616.0,3,,92d1f2,99904.64
0,,ffdfcf,0.0,5,3,,-389203.6,1,3,,-891811.8,0,1,,33688.2,0,,,63674.4,4,4,,-729664.2,3,,,96498.8,1,,,100176.12,5, , ,86281.28,0,1,,29616.0,4,,ed96b9,103162.4
0,,ffdfcf,0.0,21,5,,-245220.48,1,12,,-891811.8,0,1,,33688.2,0,,,63674.4,1,1,,103285.8,1,,,73793.2,5,,,90057.32,1, , ,86281.28,0,1,,29616.0,9,,bbb6b3,92303.2
0,,ffdfcf,0.0,24,12,,-153065.36,0,1,,23939.6,0,1,,33688.2,3,5,,-333550.2,0,,,45904.8,3,,,96498.8,13,,,88033.56,18, , ,90032.64,0,1,,29616.0,8,,ccb0a3,97732.8
0,,ffdfcf,0.0,6,5,,-128385.36,0,1,,23939.6,2,1,,-674109.52,9,11,,-597280.68,0,,,45904.8,1,,,73793.2,13,,,88033.56,5, , ,86281.28,3,2,,-615272.4,3,,92d1f2,99904.64
0,,ffdfcf,0.0,6,6,,-153065.36,1,8,,-947341.8,2,14,,-717299.52,0,,,63674.4,6,1,,111319.14,8,,,111257.44,15,,,96128.6,6, , ,86281.28,0,1,,29616.0,10,,c4c2ac,97732.8
0,,ffdfcf,0.0,25,5,,-135789.36,0,1,,23939.6,4,1,,-337560.7,7,7,,-318742.2,0,,,45904.8,8,,,111257.44,12,,,96128.6,2, , ,86281.28,0,1,,29616.0,3,,92d1f2,99904.64
0,,ffdfcf,0.0,3,6,,-153065.36,0,1,,23939.6,2,12,,-674109.52,0,,,63674.4,3,1,,-67178.96,6,,,102175.2,7,,,96128.6,3, , ,84405.6,0,1,,29616.0,8,,ccb0a3,97732.8
0,,ffdfcf,0.0,23,15,,-148129.36,0,1,,23939.6,0,1,,33688.2,0,,,63674.4,3,1,,-67178.96,3,,,96498.8,13,,,88033.56,4, , ,86281.28,1,1,,-504212.4,5,,ffc3dc,105334.24
0,,ffdfcf,0.0,30,8,,-160469.36,0,1,,23939.6,0,1,,33688.2,3,8,,-318742.2,0,,,45904.8,1,,,73793.2,7,,,96128.6,6, , ,86281.28,0,1,,29616.0,10,,c4c2ac,97732.8
0,,ffdfcf,0.0,1,11,,83072.88,0,1,,23939.6,0,1,,33688.2,12,9,,-9526.48,0,,,45904.8,1,,,73793.2,15,,,94104.84,0, , ,81592.08,1,1,,-504212.4,11,,726b61,97732.8
0,,ffdfcf,0.0,3,8,,-160469.36,2,2,,-891811.8,0,1,,33688.2,2,4,,-662509.92,4,3,,-729664.2,2,,,90822.4,13,,,88033.56,4, , ,86281.28,0,1,,29616.0,12,,616370,92303.2
0,,ffdfcf,0.0,8,15,,-138257.36,0,1,,23939.6,0,1,,33688.2,3,1,,-343422.2,0,,,45904.8,4,,,102175.2,18,,,99164.24,3, , ,84405.6,0,1,,29616.0,6,,edd096,106420.16
0,,ffdfcf,0.0,1,13,,83072.88,0,1,,23939.6,2,1,,-674109.52,4,8,,-343422.2,0,,,45904.8,3,,,96498.8,4,,,96128.6,4, , ,86281.28,0,1,,29616.0,2,,a4c5cc,100990.56
0,,ffdfcf,0.0,7,13,,-120981.36,0,1,,23939.6,0,1,,33688.2,0,,,63674.4,0,,,45904.8,3,,,96498.8,5,,,90057.32,18, , ,90032.64,0,1,,29616.0,9,,bbb6b3,92303.2
0,,ffdfcf,0.0,23,5,,-135789.36,0,1,,23939.6,0,1,,33688.2,0,,,63674.4,0,,,45904.8,4,,,102175.2,14,,,96128.6,13, , ,91908.32,0,1,,29616.0,1,,accba2,103162.4
0,,ffdfcf,0.0,4,13,,-120981.36,0,1,,23939.6,0,1,,33688.2,1,4,,-343422.2,1,1,,103285.8,1,,,73793.2,3,,,96128.6,11, , ,91908.32,2,3,,-331699.2,12,,616370,92303.2
0,,ffdfcf,0.0,11,15,,-138257.36,0,1,,23939.6,0,1,,33688.2,0,,,63674.4,0,,,45904.8,3,,,96498.8,13,,,88033.56,6, , ,86281.28,3,2,,-615272.4,11,,726b61,97732.8
0,,ffdfcf,0.0,27,12,,-153065.36,0,1,,23939.6,0,1,,33688.2,0,,,63674.4,0,,,45904.8,2,,,90822.4,13,,,88033.56,19, , ,91908.32,0,1,,29616.0,7,,a3accb,97732.8
0,,ffdfcf,0.0,8,3,,-153065.36,0,1,,23939.6,0,1,,33688.2,0,,,63674.4,0,,,45904.8,2,,,90822.4,6,,,93092.96,0, , ,81592.08,0,1,,29616.0,9,,bbb6b3,92303.2
0,,ffdfcf,0.0,9,2,,-160469.36,0,1,,23939.6,0,1,,33688.2,9,11,,-597280.68,0,,,45904.8,1,,,73793.2,14,,,96128.6,22, , ,91908.32,0,1,,29616.0,3,,92d1f2,99904.64
0,,ffdfcf,0.0,15,3,,-153065.36,0,1,,23939.6,0,1,,33688.2,9,12,,-493624.68,4,3,,-729664.2,2,,,90822.4,2,,,91069.2,2, , ,86281.28,0,1,,29616.0,8,,ccb0a3,97732.8
0,,ffdfcf,0.0,24,19,,-153065.36,0,1,,23939.6,0,1,,33688.2,11,8,,-368102.2,4,3,,-729664.2,3,,,96498.8,9,,,96128.6,16, , ,91908.32,0,1,,29616.0,8,,ccb0a3,97732.8
0,,ffdfcf,0.0,31,10,,-140725.36,0,1,,23939.6,0,1,,33688.2,7,3,,-368102.2,0,,,45904.8,2,,,90822.4,5,,,90057.32,4, , ,86281.28,0,1,,29616.0,5,,ffc3dc,105334.24
0,,ffdfcf,0.0,25,5,,-135789.36,0,1,,23939.6,0,1,,33688.2,9,12,,-493624.68,1,1,,103285.8,6,,,102175.2,5,,,90057.32,19, , ,91908.32,0,1,,29616.0,9,,bbb6b3,92303.2
0,,ffdfcf,0.0,8,10,,-140725.36,2,2,,-891811.8,5,2,,-114317.76,11,7,,-318742.2,4,3,,-729664.2,2,,,90822.4,12,,,96128.6,2, , ,86281.28,3,4,,-726332.4,7,,a3accb,97732.8
0,,ffdfcf,0.0,28,5,,-135789.36,0,1,,23939.6,0,1,,33688.2,0,,,63674.4,0,,,45904.8,2,,,90822.4,11,,,96128.6,0, , ,81592.08,0,1,,29616.0,5,,ffc3dc,105334.24
0,,ffdfcf,0.0,9,5,,-128385.36,0,1,,23939.6,2,1,,-674109.52,0,,,63674.4,0,,,45904.8,3,,,96498.8,12,,,96128.6,7, , ,91908.32,1,4,,-726332.4,4,,ed96b9,103162.4
0,,ffdfcf,0.0,19,15,,-148129.36,0,1,,23939.6,0,1,,33688.2,0,,,63674.4,6,1,,111319.14,6,,,102175.2,14,,,96128.6,23, , ,90970.48,0,1,,29616.0,1,,accba2,103162.4
0,,ffdfcf,0.0,5,13,,-325035.6,0,1,,23939.6,1,6,,111171.06,0,,,63674.4,0,,,45904.8,3,,,96498.8,12,,,96128.6,19, , ,91908.32,0,1,,29616.0,6,,edd096,106420.16
0,,ffdfcf,0.0,8,14,,-153065.36,0,1,,23939.6,0,1,,33688.2,3,8,,-318742.2,4,2,,-729664.2,4,,,102175.2,5,,,90057.32,2, , ,86281.28,0,1,,29616.0,8,,ccb0a3,97732.8
0,,ffdfcf,0.0,29,15,,-148129.36,0,1,,23939.6,3,3,,-388043.64,13,3,,105062.76,0,,,45904.8,7,,,107851.6,9,,,96128.6,2, , ,86281.28,0,1,,29616.0,9,,bbb6b3,92303.2
0,,ffdfcf,0.0,0,1,,83072.88,0,1,,23939.6,0,1,,33688.2,0,,,63674.4,3,1,,-67178.96,3,,,96498.8,13,,,88033.56,8, , ,91908.32,3,4,,-726332.4,11,,726b61,97732.8
0,,ffdfcf,0.0,22,14,,-153065.36,0,1,,23939.6,0,1,,33688.2,1,6,,-343422.2,0,,,45904.8,3,,,96498.8,7,,,96128.6,23, , ,90970.48,0,1,,29616.0,12,,616370,92303.2
0,,ffdfcf,0.0,19,6,,-153065.36,0,1,,23939.6,0,1,,33688.2,2,1,,-722975.92,5,3,,-148968.48,4,,,102175.2,5,,,90057.32,5, , ,86281.28,0,1,,29616.0,1,,accba2,103162.4
0,,ffdfcf,0.0,30,14,,-153065.36,0,1,,23939.6,0,1,,33688.2,9,12,,-493624.68,0,,,45904.8,3,,,96498.8,14,,,96128.6,18, , ,90032.64,0,1,,29616.0,12,,616370,92303.2
0,,ffdfcf,0.0,20,7,,-162937.36,0,1,,23939.6,0,1,,33688.2,2,2,,-679785.92,4,2,,-729664.2,1,,,73793.2,15,,,94104.84,5, , ,86281.28,0,1,,29616.0,12,,616370,92303.2
0,,ffdfcf,0.0,14,3,,-197094.48,0,1,,23939.6,0,1,,33688.2,0,,,63674.4,2,1,,109023.9,2,,,90822.4,4,,,96128.6,0, , ,81592.08,0,1,,29616.0,12,,616370,92303.2
0,,ffdfcf,0.0,4,13,,-120981.36,0,1,,23939.6,6,1,,111283.354,0,,,63674.4,6,1,,111319.14,1,,,73793.2,3,,,96128.6,17, , ,91908.32,1,1,,-504212.4,7,,a3accb,97732.8
0,,ffdfcf,0.0,10,13,,-120981.36,0,1,,23939.6,0,1,,33688.2,9,12,,-493624.68,0,,,45904.8,4,,,102175.2,15,,,96128.6,23, , ,90970.48,0,1,,29616.0,10,,c4c2ac,97732.8
0,,ffdfcf,0.0,19,19,,-153065.36,0,1,,23939.6,0,1,,33688.2,2,8,,-636595.92,0,,,45904.8,6,,,102175.2,15,,,94104.84,21, , ,91908.32,0,1,,29616.0,9,,bbb6b3,92303.2
0,,ffdfcf,0.0,19,11,,-153065.36,0,1,,23939.6,0,1,,33688.2,12,5,,-4590.48,0,,,45904.8,3,,,96498.8,12,,,96128.6,10, , ,91908.32,2,1,,-158939.2,9,,bbb6b3,92303.2
0,,ffdfcf,0.0,21,16,,-271134.48,0,1,,23939.6,2,7,,-630919.52,11,5,,-343422.2,2,1,,109023.9,3,,,96498.8,11,,,96128.6,6, , ,86281.28,0,1,,29616.0,8,,ccb0a3,97732.8
0,,ffdfcf,0.0,31,20,,-153065.36,0,1,,23939.6,0,1,,33688.2,7,5,,-373038.2,4,2,,-729664.2,1,,,73793.2,11,,,96128.6,6, , ,86281.28,0,1,,29616.0,9,,bbb6b3,92303.2
0,,ffdfcf,0.0,14,2,,-197094.48,0,1,,23939.6,0,1,,33688.2,3,2,,-343422.2,0,,,45904.8,1,,,73793.2,11,,,96128.6,3, , ,84405.6,3,3,,-848498.4,7,,a3accb,97732.8
0,,ffdfcf,0.0,4,5,,-128385.36,2,8,,-891811.8,0,1,,33688.2,5,1,,-343422.2,0,,,45904.8,7,,,107851.6,4,,,96128.6,18, , ,90032.64,3,2,,-615272.4,9,,bbb6b3,92303.2
0,,ffdfcf,0.0,10,4,,-162937.36,2,9,,-891811.8,0,1,,33688.2,5,15,,-368102.2,0,,,45904.8,1,,,73793.2,5,,,90057.32,19, , ,91908.32,0,1,,29616.0,9,,bbb6b3,92303.2
0,,ffdfcf,0.0,11,12,,-153065.36,0,1,,23939.6,4,3,,-337560.7,5,11,,-373038.2,0,,,45904.8,2,,,90822.4,6,,,93092.96,22, , ,91908.32,0,1,,29616.0,7,,a3accb,97732.8
0,,ffdfcf,0.0,6,13,,-120981.36,0,1,,23939.6,7,3,,-238840.7,3,8,,-318742.2,5,4,,-241518.48,1,,,73793.2,6,,,93092.96,16, , ,91908.32,0,1,,29616.0,11,,726b61,97732.8
0,,ffdfcf,0.0,28,11,,-153065.36,1,2,,-891811.8,0,1,,33688.2,6,3,,-116711.72,0,,,45904.8,2,,,90822.4,13,,,88033.56,18, , ,90032.64,0,1,,29616.0,2,,a4c5cc,100990.56
0,,ffdfcf,0.0,31,15,,-148129.36,0,1,,23939.6,0,1,,33688.2,9,10,,-604684.68,0,,,45904.8,7,,,107851.6,15,,,94104.84,1, , ,86281.28,0,1,,29616.0,12,,616370,92303.2
0,,ffdfcf,0.0,23,19,,-153065.36,2,3,,-947341.8,0,1,,33688.2,3,5,,-333550.2,3,1,,-67178.96,5,,,110122.16,13,,,88033.56,10, , ,91908.32,0,1,,29616.0,4,,ed96b9,103162.4
0,,ffdfcf,0.0,29,5,,-135789.36,0,1,,23939.6,0,1,,33688.2,0,,,63674.4,3,1,,-67178.96,7,,,107851.6,3,,,96128.6,3, , ,84405.6,0,1,,29616.0,10,,c4c2ac,97732.8
0,,ffdfcf,0.0,23,5,,-135789.36,0,1,,23939.6,0,1,,33688.2,0,,,63674.4,6,1,,111319.14,1,,,73793.2,9,,,96128.6,0, , ,81592.08,0,1,,29616.0,4,,ed96b9,103162.4
0,,ffdfcf,0.0,13,10,,-140725.36,0,1,,23939.6,0,1,,33688.2,9,2,,-582472.68,0,,,45904.8,1,,,73793.2,6,,,93092.96,14, , ,91908.32,0,1,,29616.0,4,,ed96b9,103162.4
0,,ffdfcf,0.0,17,2,,-160469.36,0,1,,23939.6,0,1,,33688.2,0,,,63674.4,0,,,45904.8,2,,,90822.4,1,,,100176.12,1, , ,86281.28,0,1,,29616.0,7,,a3accb,97732.8
0,,ffdfcf,0.0,6,6,,-153065.36,1,3,,-891811.8,0,1,,33688.2,11,2,,-269382.2,0,,,45904.8,4,,,102175.2,18,,,99164.24,5, , ,86281.28,3,4,,-726332.4,8,,ccb0a3,97732.8
0,,ffdfcf,0.0,21,16,,-271134.48,0,1,,23939.6,0,1,,33688.2,0,,,63674.4,1,1,,103285.8,6,,,102175.2,8,,,96128.6,2, , ,86281.28,0,1,,29616.0,3,,92d1f2,99904.64
0,,ffdfcf,0.0,27,19,,-153065.36,0,1,,23939.6,5,3,,-188357.76,2,8,,-636595.92,0,,,45904.8,3,,,96498.8,13,,,88033.56,5, , ,86281.28,0,1,,29616.0,9,,bbb6b3,92303.2
0,,ffdfcf,0.0,5,15,,-359587.6,0,1,,23939.6,4,8,,-312880.7,2,8,,-636595.92,5,6,,-167478.48,3,,,96498.8,2,,,91069.2,18, , ,90032.64,0,1,,29616.0,12,,616370,92303.2
0,,ffdfcf,0.0,3,17,,-153065.36,0,1,,23939.6,2,3,,-717299.52,2,8,,-636595.92,0,,,45904.8,2,,,90822.4,15,,,94104.84,18, , ,90032.64,0,1,,29616.0,8,,ccb0a3,97732.8
0,,ffdfcf,0.0,6,1,,-160469.36,2,5,,-780751.8,0,1,,33688.2,7,12,,-343422.2,0,,,45904.8,5,,,110122.16,15,,,94104.84,4, , ,86281.28,0,1,,29616.0,3,,92d1f2,99904.64
0,,ffdfcf,0.0,9,14,,-153065.36,0,1,,23939.6,0,1,,33688.2,0,,,63674.4,0,,,45904.8,2,,,90822.4,13,,,88033.56,15, , ,91908.32,0,1,,29616.0,9,,bbb6b3,92303.2
0,,ffdfcf,0.0,9,10,,-140725.36,0,1,,23939.6,0,1,,33688.2,3,8,,-318742.2,4,3,,-729664.2,4,,,102175.2,10,,,99164.24,3, , ,84405.6,0,1,,29616.0,12,,616370,92303.2
0,,ffdfcf,0.0,7,12,,-153065.36,0,1,,23939.6,0,1,,33688.2,1,1,,-343422.2,0,,,45904.8,2,,,90822.4,6,,,93092.96,4, , ,86281.28,1,5,,-948452.4,9,,bbb6b3,92303.2
0,,ffdfcf,0.0,14,3,,-197094.48,2,1,,-891811.8,4,10,,-362240.7,6,6,,-114243.72,0,,,45904.8,1,,,73793.2,13,,,88033.56,6, , ,86281.28,0,1,,29616.0,11,,726b61,97732.8
0,,ffdfcf,0.0,9,5,,-128385.36,0,1,,23939.6,2,5,,-725937.52,0,,,63674.4,0,,,45904.8,2,,,90822.4,18,,,99164.24,3, , ,84405.6,0,1,,29616.0,8,,ccb0a3,97732.8
0,,ffdfcf,0.0,25,20,,-153065.36,0,1,,23939.6,0,1,,33688.2,0,,,63674.4,0,,,45904.8,1,,,73793.2,15,,,94104.84,16, , ,91908.32,0,1,,29616.0,11,,726b61,97732.8
0,,ffdfcf,0.0,27,13,,-140725.36,2,8,,-891811.8,0,1,,33688.2,1,3,,-294062.2,0,,,45904.8,6,,,102175.2,15,,,96128.6,10, , ,91908.32,2,1,,-158939.2,1,,accba2,103162.4
0,,ffdfcf,0.0,22,4,,-162937.36,0,1,,23939.6,2,13,,-708661.52,0,,,63674.4,3,1,,-67178.96,1,,,73793.2,12,,,96128.6,0, , ,81592.08,0,1,,29616.0,3,,92d1f2,99904.64
0,,ffdfcf,0.0,27,20,,-153065.36,1,3,,-891811.8,0,1,,33688.2,10,1,,-83220.96,0,,,45904.8,2,,,90822.4,11,,,96128.6,11, , ,91908.32,0,1,,29616.0,10,,c4c2ac,97732.8
0,,ffdfcf,0.0,4,3,,-153065.36,0,1,,23939.6,0,1,,33688.2,11,1,,-343422.2,0,,,45904.8,2,,,90822.4,6,,,93092.96,8, , ,91908.32,0,1,,29616.0,7,,a3accb,97732.8
0,,ffdfcf,0.0,0,1,,83072.88,0,1,,23939.6,0,1,,33688.2,0,,,63674.4,0,,,45904.8,7,,,107851.6,15,,,94104.84,6, , ,86281.28,0,1,,29616.0,3,,92d1f2,99904.64
0,,ffdfcf,0.0,28,15,,-148129.36,0,1,,23939.6,0,1,,33688.2,2,6,,-662509.92,4,2,,-729664.2,8,,,111257.44,4,,,96128.6,0, , ,81592.08,0,1,,29616.0,12,,616370,92303.2
0,,ffdfcf,0.0,5,10,,-364523.6,0,1,,23939.6,5,1,,-151337.76,0,,,63674.4,6,1,,111319.14,2,,,90822.4,3,,,96128.6,4, , ,86281.28,2,1,,-158939.2,2,,a4c5cc,100990.56
