Skin,Skin_color,name,score,Hair,Hair_color,name,score,Facegear_front,Facegear_front_color,name,score,Headgear,Headgear_color,name,score,Ears,Ears_color,name,score,Facegear_back,Facegear_back_color,name,score,Eyebrow,Eyebrow_color,name,score,Mouth,Mouth_color,name,score,Face,Face_color,name,score,Bodygear,Bodygear_color,name,score,Background,Background_color,name,score
0,,ffdfcf,0.0,8,5,,154817.64,0,1,,23939.6,0,1,,33688.2,0,,,63674.4,3,1,,110517.04,5,,,110122.16,12,,,96128.6,1, , ,86281.28,0,1,,29616.0,9,,bbb6b3,92303.2
0,,ffdfcf,0.0,7,11,,163455.64,0,1,,23939.6,2,4,,126756.48,0,,,63674.4,0,,,45904.8,1,,,73793.2,14,,,96128.6,1, , ,86281.28,0,1,,29616.0,2,,a4c5cc,100990.56
0,,ffdfcf,0.0,0,1,,83072.88,0,1,,23939.6,0,1,,33688.2,3,7,,155113.8,1,1,,103285.8,1,,,73793.2,5,,,90057.32,15, , ,91908.32,0,1,,29616.0,2,,a4c5cc,100990.56
0,,ffdfcf,0.0,19,11,,163455.64,0,1,,23939.6,0,1,,33688.2,5,11,,160049.8,5,1,,173105.52,2,,,90822.4,9,,,96128.6,14, , ,91908.32,0,1,,29616.0,7,,a3accb,97732.8
0,,ffdfcf,0.0,24,13,,159136.64,0,1,,23939.6,4,9,,162209.3,9,1,,132013.32,0,,,45904.8,1,,,73793.2,6,,,93092.96,12, , ,91908.32,0,1,,29616.0,9,,bbb6b3,92303.2
0,,ffdfcf,0.0,5,3,,138331.4,0,1,,23939.6,0,1,,33688.2,1,8,,156347.8,0,,,45904.8,1,,,73793.2,15,,,94104.84,17, , ,91908.32,0,1,,29616.0,11,,726b61,97732.8
0,,ffdfcf,0.0,13,14,,163455.64,0,1,,23939.6,0,1,,33688.2,3,2,,156347.8,0,,,45904.8,7,,,107851.6,3,,,96128.6,10, , ,91908.32,0,1,,29616.0,11,,726b61,97732.8
0,,ffdfcf,0.0,5,11,,138331.4,0,1,,23939.6,5,2,,152226.24,9,12,,128311.32,4,3,,103285.8,4,,,102175.2,13,,,88033.56,18, , ,90032.64,0,1,,29616.0,10,,c4c2ac,97732.8
0,,ffdfcf,0.0,5,13,,130310.4,0,1,,23939.6,3,3,,145044.36,0,,,63674.4,0,,,45904.8,4,,,102175.2,6,,,93092.96,18, , ,90032.64,1,2,,106617.6,11,,726b61,97732.8
0,,ffdfcf,0.0,24,10,,159136.64,0,1,,23939.6,0,1,,33688.2,0,,,63674.4,0,,,45904.8,4,,,102175.2,5,,,90057.32,2, , ,86281.28,0,1,,29616.0,8,,ccb0a3,97732.8
0,,ffdfcf,0.0,22,13,,159136.64,0,1,,23939.6,0,1,,33688.2,11,3,,153262.8,1,1,,103285.8,3,,,96498.8,7,,,96128.6,16, , ,91908.32,0,1,,29616.0,11,,726b61,97732.8
0,,ffdfcf,0.0,28,19,,163455.64,2,6,,107728.2,0,1,,33688.2,8,10,,159432.8,1,1,,103285.8,5,,,110122.16,5,,,90057.32,7, , ,91908.32,0,1,,29616.0,5,,ffc3dc,105334.24
0,,ffdfcf,0.0,3,13,,152226.24,0,1,,23939.6,0,1,,33688.2,11,9,,156964.8,0,,,45904.8,4,,,102175.2,15,,,96128.6,5, , ,86281.28,0,1,,29616.0,9,,bbb6b3,92303.2
0,,ffdfcf,0.0,0,1,,83072.88,0,1,,23939.6,0,1,,33688.2,7,10,,159432.8,2,1,,109023.9,1,,,73793.2,5,,,90057.32,0, , ,81592.08,0,1,,29616.0,9,,bbb6b3,92303.2
0,,ffdfcf,0.0,5,10,,135246.4,0,1,,23939.6,1,3,,188913.06,10,1,,138899.04,0,,,45904.8,5,,,110122.16,7,,,96128.6,6, , ,86281.28,3,4,,106617.6,12,,616370,92303.2
0,,ffdfcf,0.0,7,14,,163455.64,0,1,,23939.6,5,3,,167034.24,0,,,63674.4,0,,,45904.8,8,,,111257.44,15,,,94104.84,9, , ,91908.32,0,1,,29616.0,12,,616370,92303.2
0,,ffdfcf,0.0,31,15,,161728.04,0,1,,23939.6,0,1,,33688.2,0,,,63674.4,2,1,,109023.9,3,,,96498.8,15,,,96128.6,0, , ,81592.08,0,1,,29616.0,10,,c4c2ac,97732.8
0,,ffdfcf,0.0,14,1,,136085.52,0,1,,23939.6,0,1,,33688.2,11,2,,147092.8,0,,,45904.8,6,,,102175.2,2,,,91069.2,23, , ,90970.48,0,1,,29616.0,8,,ccb0a3,97732.8
0,,ffdfcf,0.0,9,16,,163455.64,0,1,,23939.6,0,1,,33688.2,0,,,63674.4,0,,,45904.8,4,,,102175.2,12,,,96128.6,5, , ,86281.28,1,1,,106617.6,3,,92d1f2,99904.64
0,,ffdfcf,0.0,14,4,,136085.52,0,1,,23939.6,0,1,,33688.2,7,12,,156347.8,4,1,,103285.8,3,,,96498.8,6,,,93092.96,22, , ,91908.32,0,1,,29616.0,9,,bbb6b3,92303.2
0,,ffdfcf,0.0,5,5,,132161.4,0,1,,23939.6,0,1,,33688.2,8,1,,156347.8,0,,,45904.8,6,,,102175.2,9,,,96128.6,4, , ,86281.28,1,1,,106617.6,12,,616370,92303.2
0,,ffdfcf,0.0,4,13,,152226.24,0,1,,23939.6,0,1,,33688.2,2,3,,118612.08,0,,,45904.8,6,,,102175.2,6,,,93092.96,2, , ,86281.28,0,1,,29616.0,3,,92d1f2,99904.64
0,,ffdfcf,0.0,27,15,,161728.04,1,2,,107728.2,4,1,,162209.3,0,,,63674.4,0,,,45904.8,2,,,90822.4,13,,,88033.56,17, , ,91908.32,0,1,,29616.0,11,,726b61,97732.8
0,,ffdfcf,0.0,30,13,,159136.64,2,8,,107728.2,0,1,,33688.2,8,9,,157581.8,6,1,,111319.14,1,,,73793.2,4,,,96128.6,16, , ,91908.32,0,1,,29616.0,4,,ed96b9,103162.4
0,,ffdfcf,0.0,28,20,,163455.64,0,1,,23939.6,0,1,,33688.2,0,,,63674.4,0,,,45904.8,5,,,110122.16,5,,,90057.32,0, , ,81592.08,1,1,,106617.6,8,,ccb0a3,97732.8
0,,ffdfcf,0.0,23,13,,159136.64,0,1,,23939.6,0,1,,33688.2,0,,,63674.4,0,,,45904.8,2,,,90822.4,18,,,99164.24,14, , ,91908.32,0,1,,29616.0,7,,a3accb,97732.8
0,,ffdfcf,0.0,21,5,,145710.72,0,1,,23939.6,5,1,,159630.24,0,,,63674.4,0,,,45904.8,8,,,111257.44,13,,,88033.56,1, , ,86281.28,0,1,,29616.0,2,,a4c5cc,100990.56
0,,ffdfcf,0.0,10,5,,154817.64,0,1,,23939.6,0,1,,33688.2,6,4,,178954.68,2,1,,109023.9,2,,,90822.4,9,,,96128.6,0, , ,81592.08,0,1,,29616.0,9,,bbb6b3,92303.2
0,,ffdfcf,0.0,15,5,,154817.64,0,1,,23939.6,0,1,,33688.2,9,1,,132013.32,0,,,45904.8,1,,,73793.2,13,,,88033.56,15, , ,91908.32,0,1,,29616.0,7,,a3accb,97732.8
0,,ffdfcf,0.0,25,15,,161728.04,0,1,,23939.6,0,1,,33688.2,5,11,,160049.8,0,,,45904.8,1,,,73793.2,3,,,96128.6,0, , ,81592.08,0,1,,29616.0,12,,616370,92303.2
0,,ffdfcf,0.0,7,16,,163455.64,0,1,,23939.6,3,4,,142576.36,0,,,63674.4,4,2,,103285.8,1,,,73793.2,3,,,96128.6,5, , ,86281.28,0,1,,29616.0,8,,ccb0a3,97732.8
0,,ffdfcf,0.0,24,13,,159136.64,0,1,,23939.6,0,1,,33688.2,8,12,,156347.8,0,,,45904.8,4,,,102175.2,5,,,90057.32,3, , ,84405.6,2,1,,146475.8,4,,ed96b9,103162.4
0,,ffdfcf,0.0,28,10,,159136.64,0,1,,23939.6,3,4,,142576.36,4,9,,153262.8,3,2,,125325.04,3,,,96498.8,3,,,96128.6,8, , ,91908.32,0,1,,29616.0,1,,accba2,103162.4
0,,ffdfcf,0.0,6,5,,154817.64,1,1,,107728.2,0,1,,33688.2,4,5,,155113.8,0,,,45904.8,1,,,73793.2,7,,,96128.6,6, , ,86281.28,0,1,,29616.0,3,,92d1f2,99904.64
0,,ffdfcf,0.0,17,13,,152226.24,0,1,,23939.6,7,3,,149869.3,6,5,,179818.48,0,,,45904.8,1,,,73793.2,2,,,91069.2,14, , ,91908.32,0,1,,29616.0,9,,bbb6b3,92303.2
0,,ffdfcf,0.0,21,17,,150893.52,0,1,,23939.6,0,1,,33688.2,4,4,,156347.8,3,2,,125325.04,3,,,96498.8,9,,,96128.6,5, , ,86281.28,0,1,,29616.0,12,,616370,92303.2
0,,ffdfcf,0.0,18,11,,163455.64,0,1,,23939.6,0,1,,33688.2,0,,,63674.4,0,,,45904.8,1,,,73793.2,2,,,91069.2,12, , ,91908.32,0,1,,29616.0,7,,a3accb,97732.8
0,,ffdfcf,0.0,11,5,,154817.64,0,1,,23939.6,0,1,,33688.2,1,4,,156347.8,1,1,,103285.8,1,,,73793.2,15,,,96128.6,1, , ,86281.28,0,1,,29616.0,9,,bbb6b3,92303.2
0,,ffdfcf,0.0,8,13,,152226.24,0,1,,23939.6,2,11,,127003.28,7,14,,159432.8,0,,,45904.8,1,,,73793.2,4,,,96128.6,18, , ,90032.64,0,1,,29616.0,12,,616370,92303.2
0,,ffdfcf,0.0,9,15,,158272.84,0,1,,23939.6,0,1,,33688.2,0,,,63674.4,0,,,45904.8,7,,,107851.6,5,,,90057.32,1, , ,86281.28,0,1,,29616.0,12,,616370,92303.2
0,,ffdfcf,0.0,16,15,,158272.84,1,4,,107728.2,0,1,,33688.2,10,2,,138899.04,1,1,,103285.8,1,,,73793.2,9,,,96128.6,2, , ,86281.28,0,1,,29616.0,8,,ccb0a3,97732.8
0,,ffdfcf,0.0,4,13,,152226.24,0,1,,23939.6,0,1,,33688.2,9,4,,133864.32,3,1,,110517.04,3,,,96498.8,15,,,96128.6,8, , ,91908.32,0,1,,29616.0,8,,ccb0a3,97732.8
0,,ffdfcf,0.0,10,13,,152226.24,0,1,,23939.6,0,1,,33688.2,3,3,,156347.8,0,,,45904.8,3,,,96498.8,13,,,88033.56,8, , ,91908.32,0,1,,29616.0,10,,c4c2ac,97732.8
0,,ffdfcf,0.0,17,15,,158272.84,0,1,,23939.6,0,1,,33688.2,11,7,,153262.8,1,1,,103285.8,2,,,90822.4,2,,,91069.2,0, , ,81592.08,0,1,,29616.0,12,,616370,92303.2
0,,ffdfcf,0.0,27,13,,159136.64,0,1,,23939.6,3,4,,142576.36,10,2,,138899.04,0,,,45904.8,2,,,90822.4,5,,,90057.32,17, , ,91908.32,0,1,,29616.0,7,,a3accb,97732.8
0,,ffdfcf,0.0,12,6,,163455.64,0,1,,23939.6,3,5,,147512.36,10,1,,138899.04,0,,,45904.8,1,,,73793.2,13,,,88033.56,1, , ,86281.28,3,4,,106617.6,12,,616370,92303.2
0,,ffdfcf,0.0,30,5,,157409.04,0,1,,23939.6,0,1,,33688.2,10,2,,138899.04,0,,,45904.8,4,,,102175.2,6,,,93092.96,16, , ,91908.32,1,4,,106617.6,12,,616370,92303.2
0,,ffdfcf,0.0,21,18,,150893.52,0,1,,23939.6,7,1,,143699.3,0,,,63674.4,3,1,,110517.04,1,,,73793.2,14,,,96128.6,4, , ,86281.28,0,1,,29616.0,11,,726b61,97732.8
0,,ffdfcf,0.0,19,13,,159136.64,0,1,,23939.6,0,1,,33688.2,4,6,,156347.8,0,,,45904.8,1,,,73793.2,8,,,96128.6,15, , ,91908.32,3,3,,106617.6,6,,edd096,106420.16
0,,ffdfcf,0.0,7,15,,158272.84,0,1,,23939.6,0,1,,33688.2,11,5,,156347.8,0,,,45904.8,8,,,111257.44,5,,,90057.32,16, , ,91908.32,0,1,,29616.0,10,,c4c2ac,97732.8
0,,ffdfcf,0.0,11,17,,163455.64,0,1,,23939.6,4,8,,159124.3,0,,,63674.4,0,,,45904.8,2,,,90822.4,15,,,94104.84,5, , ,86281.28,3,1,,106617.6,11,,726b61,97732.8
0,,ffdfcf,0.0,12,15,,158272.84,0,1,,23939.6,7,1,,143699.3,2,4,,119352.48,0,,,45904.8,1,,,73793.2,15,,,96128.6,5, , ,86281.28,0,1,,29616.0,9,,bbb6b3,92303.2
0,,ffdfcf,0.0,2,15,,158272.84,1,3,,107728.2,0,1,,33688.2,9,5,,132013.32,0,,,45904.8,1,,,73793.2,2,,,91069.2,0, , ,81592.08,0,1,,29616.0,8,,ccb0a3,97732.8
0,,ffdfcf,0.0,18,5,,154817.64,0,1,,23939.6,7,3,,149869.3,2,3,,118612.08,3,1,,110517.04,6,,,102175.2,11,,,96128.6,4, , ,86281.28,0,1,,29616.0,9,,bbb6b3,92303.2
0,,ffdfcf,0.0,8,6,,163455.64,0,1,,23939.6,0,1,,33688.2,0,,,63674.4,0,,,45904.8,6,,,102175.2,5,,,90057.32,16, , ,91908.32,0,1,,29616.0,2,,a4c5cc,100990.56
0,,ffdfcf,0.0,10,10,,159136.64,0,1,,23939.6,0,1,,33688.2,3,8,,153262.8,0,,,45904.8,1,,,73793.2,3,,,96128.6,2, , ,86281.28,0,1,,29616.0,7,,a3accb,97732.8
0,,ffdfcf,0.0,19,13,,159136.64,0,1,,23939.6,0,1,,33688.2,10,1,,138899.04,3,1,,110517.04,7,,,107851.6,15,,,94104.84,4, , ,86281.28,0,1,,29616.0,2,,a4c5cc,100990.56
0,,ffdfcf,0.0,17,5,,154817.64,0,1,,23939.6,7,1,,143699.3,7,8,,159432.8,3,2,,125325.04,1,,,73793.2,3,,,96128.6,21, , ,91908.32,0,1,,29616.0,2,,a4c5cc,100990.56
0,,ffdfcf,0.0,4,5,,154817.64,0,1,,23939.6,0,1,,33688.2,5,15,,159432.8,0,,,45904.8,7,,,107851.6,2,,,91069.2,5, , ,86281.28,0,1,,29616.0,4,,ed96b9,103162.4
0,,ffdfcf,0.0,5,15,,134629.4,0,1,,23939.6,0,1,,33688.2,0,,,63674.4,0,,,45904.8,1,,,73793.2,2,,,91069.2,3, , ,84405.6,0,1,,29616.0,9,,bbb6b3,92303.2
0,,ffdfcf,0.0,15,13,,152226.24,0,1,,23939.6,0,1,,33688.2,0,,,63674.4,1,1,,103285.8,1,,,73793.2,15,,,96128.6,12, , ,91908.32,2,2,,164985.8,10,,c4c2ac,97732.8
0,,ffdfcf,0.0,12,15,,158272.84,0,1,,23939.6,0,1,,33688.2,0,,,63674.4,1,1,,103285.8,3,,,96498.8,4,,,96128.6,3, , ,84405.6,0,1,,29616.0,10,,c4c2ac,97732.8
0,,ffdfcf,0.0,15,15,,158272.84,0,1,,23939.6,0,1,,33688.2,9,6,,133864.32,0,,,45904.8,6,,,102175.2,13,,,88033.56,6, , ,86281.28,0,1,,29616.0,4,,ed96b9,103162.4
0,,ffdfcf,0.0,19,12,,163455.64,0,1,,23939.6,0,1,,33688.2,0,,,63674.4,1,1,,103285.8,7,,,107851.6,6,,,93092.96,5, , ,86281.28,0,1,,29616.0,9,,bbb6b3,92303.2
0,,ffdfcf,0.0,23,5,,157409.04,0,1,,23939.6,0,1,,33688.2,8,7,,153262.8,3,1,,110517.04,1,,,73793.2,5,,,90057.32,2, , ,86281.28,0,1,,29616.0,12,,616370,92303.2
0,,ffdfcf,0.0,23,18,,163455.64,0,1,,23939.6,0,1,,33688.2,0,,,63674.4,4,3,,103285.8,1,,,73793.2,2,,,91069.2,1, , ,86281.28,1,1,,106617.6,11,,726b61,97732.8
0,,ffdfcf,0.0,29,5,,157409.04,0,1,,23939.6,0,1,,33688.2,5,18,,158815.8,5,6,,165701.52,1,,,73793.2,5,,,90057.32,3, , ,84405.6,0,1,,29616.0,9,,bbb6b3,92303.2
0,,ffdfcf,0.0,21,3,,150893.52,0,1,,23939.6,2,9,,126016.08,10,1,,138899.04,0,,,45904.8,4,,,102175.2,2,,,91069.2,10, , ,91908.32,2,5,,158815.8,2,,a4c5cc,100990.56
0,,ffdfcf,0.0,14,3,,136085.52,2,2,,107728.2,7,3,,149869.3,0,,,63674.4,0,,,45904.8,6,,,102175.2,15,,,94104.84,18, , ,90032.64,2,5,,158815.8,2,,a4c5cc,100990.56
0,,ffdfcf,0.0,18,16,,163455.64,0,1,,23939.6,2,2,,126016.08,0,,,63674.4,0,,,45904.8,2,,,90822.4,1,,,100176.12,16, , ,91908.32,0,1,,29616.0,7,,a3accb,97732.8
0,,ffdfcf,0.0,3,14,,163455.64,2,5,,107728.2,4,2,,162209.3,3,9,,156347.8,4,3,,103285.8,2,,,90822.4,2,,,91069.2,6, , ,86281.28,0,1,,29616.0,1,,accba2,103162.4
0,,ffdfcf,0.0,20,5,,157409.04,0,1,,23939.6,0,1,,33688.2,0,,,63674.4,1,1,,103285.8,2,,,90822.4,7,,,96128.6,3, , ,84405.6,0,1,,29616.0,5,,ffc3dc,105334.24
0,,ffdfcf,0.0,22,10,,159136.64,0,1,,23939.6,0,1,,33688.2,3,5,,155113.8,1,1,,103285.8,2,,,90822.4,13,,,88033.56,15, , ,91908.32,0,1,,29616.0,12,,616370,92303.2
0,,ffdfcf,0.0,28,13,,159136.64,0,1,,23939.6,5,2,,152226.24,0,,,63674.4,3,1,,110517.04,1,,,73793.2,11,,,96128.6,15, , ,91908.32,0,1,,29616.0,12,,616370,92303.2
0,,ffdfcf,0.0,2,5,,154817.64,2,6,,107728.2,7,2,,149869.3,0,,,63674.4,0,,,45904.8,2,,,90822.4,9,,,96128.6,0, , ,81592.08,0,1,,29616.0,8,,ccb0a3,97732.8
0,,ffdfcf,0.0,3,13,,152226.24,0,1,,23939.6,7,1,,143699.3,1,1,,156347.8,0,,,45904.8,4,,,102175.2,2,,,91069.2,16, , ,91908.32,0,1,,29616.0,2,,a4c5cc,100990.56
0,,ffdfcf,0.0,4,17,,163455.64,1,3,,107728.2,0,1,,33688.2,11,6,,159432.8,0,,,45904.8,2,,,90822.4,4,,,96128.6,2, , ,86281.28,0,1,,29616.0,12,,616370,92303.2
0,,ffdfcf,0.0,18,13,,152226.24,0,1,,23939.6,0,1,,33688.2,4,7,,155113.8,0,,,45904.8,3,,,96498.8,12,,,96128.6,14, , ,91908.32,0,1,,29616.0,2,,a4c5cc,100990.56
0,,ffdfcf,0.0,14,2,,136085.52,2,5,,107728.2,0,1,,33688.2,3,6,,156347.8,0,,,45904.8,1,,,73793.2,13,,,88033.56,6, , ,86281.28,0,1,,29616.0,10,,c4c2ac,97732.8
0,,ffdfcf,0.0,16,14,,163455.64,0,1,,23939.6,2,1,,125522.48,0,,,63674.4,0,,,45904.8,1,,,73793.2,13,,,88033.56,6, , ,86281.28,3,2,,106617.6,10,,c4c2ac,97732.8
0,,ffdfcf,0.0,31,5,,157409.04,0,1,,23939.6,0,1,,33688.2,4,7,,155113.8,4,4,,103285.8,1,,,73793.2,2,,,91069.2,8, , ,91908.32,0,1,,29616.0,7,,a3accb,97732.8
0,,ffdfcf,0.0,11,15,,158272.84,0,1,,23939.6,0,1,,33688.2,1,6,,156347.8,0,,,45904.8,3,,,96498.8,2,,,91069.2,14, , ,91908.32,0,1,,29616.0,7,,a3accb,97732.8
0,,ffdfcf,0.0,4,5,,154817.64,0,1,,23939.6,0,1,,33688.2,5,14,,159432.8,0,,,45904.8,2,,,90822.4,4,,,96128.6,3, , ,84405.6,2,1,,146475.8,4,,ed96b9,103162.4
0,,ffdfcf,0.0,29,13,,159136.64,0,1,,23939.6,0,1,,33688.2,0,,,63674.4,0,,,45904.8,6,,,102175.2,8,,,96128.6,3, , ,84405.6,0,1,,29616.0,8,,ccb0a3,97732.8
0,,ffdfcf,0.0,28,15,,161728.04,1,6,,107728.2,2,9,,126016.08,0,,,63674.4,2,1,,109023.9,4,,,102175.2,8,,,96128.6,4, , ,86281.28,0,1,,29616.0,9,,bbb6b3,92303.2
0,,ffdfcf,0.0,0,1,,83072.88,0,1,,23939.6,0,1,,33688.2,0,,,63674.4,4,2,,103285.8,1,,,73793.2,11,,,96128.6,6, , ,86281.28,0,1,,29616.0,4,,ed96b9,103162.4
0,,ffdfcf,0.0,15,10,,159136.64,2,2,,107728.2,0,1,,33688.2,9,7,,130162.32,0,,,45904.8,1,,,73793.2,5,,,90057.32,0, , ,81592.08,0,1,,29616.0,5,,ffc3dc,105334.24
0,,ffdfcf,0.0,20,20,,163455.64,0,1,,23939.6,0,1,,33688.2,0,,,63674.4,0,,,45904.8,1,,,73793.2,16,,,100176.12,1, , ,86281.28,0,1,,29616.0,7,,a3accb,97732.8
0,,ffdfcf,0.0,13,10,,159136.64,0,1,,23939.6,2,3,,126756.48,0,,,63674.4,1,1,,103285.8,3,,,96498.8,16,,,100176.12,23, , ,90970.48,3,1,,106617.6,3,,92d1f2,99904.64
0,,ffdfcf,0.0,2,6,,163455.64,0,1,,23939.6,0,1,,33688.2,12,14,,197785.52,2,1,,109023.9,6,,,102175.2,13,,,88033.56,5, , ,86281.28,0,1,,29616.0,9,,bbb6b3,92303.2
0,,ffdfcf,0.0,16,5,,154817.64,0,1,,23939.6,0,1,,33688.2,0,,,63674.4,0,,,45904.8,6,,,102175.2,2,,,91069.2,4, , ,86281.28,0,1,,29616.0,8,,ccb0a3,97732.8
0,,ffdfcf,0.0,27,16,,163455.64,0,1,,23939.6,0,1,,33688.2,10,1,,138899.04,3,1,,110517.04,2,,,90822.4,14,,,96128.6,2, , ,86281.28,0,1,,29616.0,3,,92d1f2,99904.64
0,,ffdfcf,0.0,3,13,,152226.24,0,1,,23939.6,0,1,,33688.2,0,,,63674.4,4,2,,103285.8,6,,,102175.2,12,,,96128.6,6, , ,86281.28,0,1,,29616.0,11,,726b61,97732.8
